Posts;Labels;date_created
"De PVV van Geert Wilders heeft de eigen strenge asielwetten getorpedeerd en daarmee Nederland verder de asielcrisis ingeduwd. Natuurlijk gaat het kabinet Jetten (D66) en Yezilgoz (VVD) deze crisis niet oplossen. De boterzachte, niet werkende, nep maatregelen zullen niet leiden tot minder maar juist tot meer gelukzoekers. Van ons mag Nederland verwachten dat we alles zullen doen om al die nep vluchtelingen voor eens en voor altijd tegen te houden en terug te sturen naar hun eigen land. 

";0;2026-05-08T14:52:54.000Z
De PVV van Geert Wilders heeft de eigen strenge asielwetten getorpedeerd en daarmee Nederland verder de asielcrisis ingeduwd. Natuurlijk gaat het kabinet Jetten (D66) en Yezilgoz (VVD) deze crisis niet oplossen. De boterzachte, niet werkende, nep maatregelen zullen niet leiden tot minder maar juist tot meer gelukzoekers. Van ons mag Nederland verwachten dat we alles zullen doen om al die nep vluchtelingen voor eens en voor altijd tegen te houden en terug te sturen naar hun eigen land.;0;2026-05-08T14:52:54.000Z
"Veel sterkte voor @d66. Een explosie bij een partijkantoor is waarschijnlijk een gerichte aanslag; niet alleen op die specifieke partij maar op onze rechtsstaat en democratie. Ik hoop dat de autoriteiten de daders snel kunnen oppakken en langdurig vastzetten. Meningsverschillen in Nederland beslechten wij met woorden en niet met wapens.

";1;2026-05-07T19:46:53.000Z
"Veel sterkte voor @d66. Een explosie bij een partijkantoor is waarschijnlijk een gerichte aanslag; niet alleen op die specifieke partij maar op onze rechtsstaat en democratie. Ik hoop dat de autoriteiten de daders snel kunnen oppakken en langdurig vastzetten. Meningsverschillen in Nederland beslechten wij met woorden en niet met wapens.";1;2026-05-07T19:46:53.000Z
Wat een geweldige mensen hebben wij vandaag weer in Loosdrecht ontmoet. Zij maken zich zorgen over hun veiligheid en zijn boos dat een wnd. Burgemeester tegen hun zin in  mannen van ver hier vandaan midden in hun dorp worden plant. ;1;2026-05-06T20:09:21.000Z
"Morgenavond gaan we met DNA opnieuw naar Loosdrecht om samen met inwoners de waarnemend burgemeester duidelijk te maken dat hij zijn democratische boekje te buiten is gegaan.

Voor mannelijke migranten die door vijf, zes of zeven veilige landen zijn gereisd, wordt alles geregeld: gratis OV, huisvesting en zorg. Maar voor de inwoners van Loosdrecht blijft deze waarnemend burgemeester en zijn college van wethouders opvallend afwezig.";0;2026-05-05T17:33:31.000Z
Vanavond was ik met collega @anlammers langs bij de dappere mensen van Loosdrecht. De politiek heeft de rechten van deze mensen afgepakt en terecht dat zij die rechten nu terugeisen. Het brute politieoptreden tegen hen past niet bij onze rechtstaat. Wat in Loosdrecht en op veel andere plekken in Nederland gebeurt is asieldictatuur. Op 6 mei dreigt de burgemeester zo’n 100 mannen, ondanks de massale protesten, te huisvesten in Loosdrecht. Precies daar waar zoveel jonge kinderen spelen, sporten en fietsen. Deze waanzin moet stoppen. Wij (DNA) steunen de inwoners van Loosdrecht!;0;2026-04-26T18:17:47.000Z
"Wat is er toch met de VVD gebeurd??

";0;2026-04-22T12:38:10.000Z
"Het is vandaag voor al die kiezers die op partijen die strenger asielbeleid beloofden,  hebben gestemd, een verdrietige dag. Aan al die kiezers die genoeg hebben van konkelende politici die liever saboteren dan oplossen

WELKOM THUIS BIJ @nedalliantie!

";0;2026-04-21T11:50:58.000Z
"Dit is politieke sabotage op hoog niveau.

Exact dezelfde novelle steunde de PVV nog geen 4 maanden geleden hartstochtelijk in de Tweede Kamer. Maar schiet hem nu af met als mogelijk gevolg dat er geen strengere asielmaatregelen komen.

Wil de PVV nou echt alleen maar chaos creëren? 

Waarom wil de PVV geen problemen oplossen?

#asielwet";0;2026-04-15T12:40:55.000Z
"Beste @geertwilderspvv kan jij aan NL uitleggen waarom deze wetten ZONDER strafbaarstelling illegaliteit 13 maanden geleden ‘streng’ en ‘fantastisch’ waren; en je nu dezelfde wetten, alleen dan MET strafbaarstelling illegaliteit (dus strenger) dreigt af te schieten? ";0;2026-04-15T08:22:17.000Z
"De enige wet van Faber die op deze manier overblijft is de spreidingswet. De dwangwet. Deze zou in het PVV-kabinet van tafel worden gehaald, maar ze lagen te slapen. En stapten daarna als een haas uit het kabinet.

Nu speelt PVV weer een alles of niets spel. Met als resultaat voor Nederland: niks.

Nederlanders verdienen volwassen politiek en geen politiek theater.

Daarbij hoort ook gewoon voor je eigen wetten stemmen. Ook als die door de kracht van democratie een tikkie gewijzigd worden.

Wij zijn ook voor een asielstop maar deze wetten zijn beter iets dan niets.

";0;2026-04-14T19:49:18.000Z
"De enige wet van Faber die op deze manier overblijft is de spreidingswet. De dwangwet. Deze zou in het PVV-kabinet van tafel worden gehaald, maar ze lagen te slapen. En stapten daarna als een haas uit het kabinet.

Nu speelt PVV weer een alles of niets spel. Met als resultaat voor Nederland: niks.

Nederlanders verdienen volwassen politiek en geen politiek theater.

Daarbij hoort ook gewoon voor je eigen wetten stemmen. Ook als die door de kracht van democratie een tikkie gewijzigd worden.

Wij zijn ook voor een asielstop maar deze wetten zijn beter iets dan niets.";0;2026-04-14T19:49:18.000Z
Duitse regering wel barmhartig voor eigen bevolking. Waarom verlaagt NL niet de accijnzen? Wij zeggen dit al weken! Verlaag de accijnzen op de brandstof en verhoog de belastingvrije km vergoeding.Doe eens wat ⁦@MinPres⁩ voor de eigen bevolking! ;1;2026-04-13T09:07:11.000Z
Goed nieuws en veel succes @claudiavz!!! ;1;2026-04-07T18:45:36.000Z
@tonfvandijk ;1;2026-04-06T10:23:42.000Z
@MonaKeijzer @tonfvandijk ;1;2026-04-06T10:23:26.000Z
@wierdduk ;1;2026-04-06T10:01:29.000Z
"Nou, nou..Julia Wouters noemt mij bij een EO productie een ‘enge fascist’. 
Wat doet men eigenlijk met ‘enge fascisten’ sinds 1945?
Julia heeft al eerder geweld verheerlijkt tegen mensen die haar mening niet delen. Bovendien is zij politiek opgeroeid in de partij die Pim
Fortuyn heeft gedemoniseerd. Wie is hier nou eigenlijk echt eng?";0;2026-04-06T09:53:51.000Z
Zojuist heb ik aangekondigd dat ik as dinsdag hierover een spoeddebat wil organiseren. Dit is onfatsoenlijke politiek en doet afbreuk aan het vertrouwen in de politiek. ;0;2026-04-01T11:31:26.000Z
"Nederland stemde vandaag overtuigend tegen de spreidingswet.
Het kabinet moet die verschrikkelijke dwangwet NU intrekken zodat gemeenten niet meer en nooit meer kunnen worden gedwongen asielzoekers op te vangen!";0;2026-03-18T21:16:02.000Z
"Nederland stemde vandaag overtuigend tegen de spreidingswet.
Het kabinet moet die wet NU intrekken zodat gemeenten niet meer en nooit meer kunnen worden gedwongen asielzoekers op te vangen!";0;2026-03-18T21:16:02.000Z
"Succes morgen met stemmen!
Bij de volgende verkiezingen kunt u op ons stemmen! ";1;2026-03-17T18:43:35.000Z
"1) De reacties van de politieke elite op de dubbele aanslag op de Nederlandse Joodse Gemeenschap voelen ietwat gratuit aan.
Elke andere reactie was overigens volstrekt onacceptabel geweest. 
2) het is niet voor niks dat nu in Nederland twee aanslagen op Joodse doelen konden plaatsvinden. 
Want NL heeft afgelopen decennia een hele grote 5e colonne binnen gelaten van Jihadisten en moslim terroristen,  die dus dit soort aanslagen kunnen en willen plegen. 
Bovendien weten die daders dat ze van de politieke elite, politie en rechterlijke macht niks te vrezen te hebben.
* Dagelijkse genocide aantijgingen aan de Joodse Staat, 
* Jodenjacht in Amsterdam
* ⁠openlijke antisemitische demonstraties
* ⁠universiteiten waar Joden zich niet meer veilig voelen 
* ⁠halve Hamas terroristen op de kandidatenlijst van de partij van de burgemeester van Amsterdam.
* ⁠Koningin die naar anti Joodse  Oxfam Novib feestjes gaat
* ⁠ministers die Palestijnse terroristische organisaties met ons belastinggeld steunen.
* ⁠openlijk anti Joodse media die zelfs tot en met gisteren de aanslag in de schoenen van de Joden probeerde te schuiven
* ⁠Tout’ links liep mee met de antiJoodse Rode lijn demonstratie en zelfs een partij als de PVDA was bereid de vernietiging van Israël te accepteren. 
3) de prijs om anti Joods te zijn in NL is heel laag. Van heel links krijg je binnenskamers waarschijnlijk waardering en voor het plegen van een aanslag geen of amper straf. Nou ja misschien een dag tripje naar Westerbork waar ze vooral inspiratie van krijgen wat er nog meer mogelijk is. 
Vooralsnog weigeren de autoriteiten zelfs het signalement van de daders te openbaren. 
In Nederland anno 2026 is natuurlijk helemaal niemand meer antisemiet. Dat is niet chic en Hitler heeft dat woord impopulair gemaakt. 
Ze noemen het tegenwoordig anti Zionist of anti Israël.
De aanslagen van afgelopen week komen dus niet uit de lucht vallen.";0;2026-03-15T14:50:03.000Z
"Mijn beste vriend Liam is 6,5 jaar en heeft samen met zijn vader en De Liedjesfabriek dit mooie nummer gemaakt.
Als heel veel mensen er naar luisteren wordt onze dappere Liam vast en zeker snel weer helemaal beter!

";1;2026-03-13T14:35:22.000Z
"Met de iftarschorsing is de Kamer tolerant geweest tegenover de intoleranten.
Een eerste  stap richting islamisering van het parlement is gezet.
Helaas geen steun vanuit de Kamer voor een plenair debat. Het Presidium zal wel met een reactie moeten komen over hoe dit in de toekomst te voorkomen.";0;2026-03-10T17:50:25.000Z
"Dat is geweldig nieuws en o.a. het resultaat van de inspanningen van @sgpnieuws en onze fractie!
";1;2026-03-05T16:50:16.000Z
"Tegen de minister @SvVeldhoven zei ik zojuist: Drill Stientje Drill. Stel het Groningse gas zsm weer  beschikbaar voor NL. 
Verlaag de accijnzen en belastingen op de brandstof.
Zorg voor lage gas EN brandstof prijzen.
Doe dat nu want de mensen thuis kunnen dit prijsniveau niet aan.";0;2026-03-05T13:33:50.000Z
@mmeeuw Nee @mmeeuw dat zeg ik niet. Ik zeg dit: “Familie wonen, die ook weleens in het leger hebben gezeten.” Zou je dit a.u.b. kunnen aanpassen? Veel dank;0;2026-02-03T19:27:12.000Z
Ze blijkt dus Lale GeLUL te heten. Want alleen maar dom anti Israël gelul, van iemand die alles doet om partijen als de VVD te pleasen. @lale_gul89 ;0;2025-08-02T18:43:39.000Z
Wie is u meneer de Voorzitter en leden van het Presidium?Niet u beslist hierover maar de Tweede Kamer. Bij het debat dat we zsm gaan voeren zullen wij als PVV pleiten voor volledige openheid van zaken en een grondig onderzoek naar deze stinkende doofpot! ;0;2025-06-27T09:13:16.000Z
De door ons -PVV- gewaardeerde oud voorzitter Arib is door de politiek beestachtig behandeld. Het wordt steeds duidelijker dat haar opvolger Bergkamp en oud griffier Roos vals spel lijken te hebben gespeeld inclusief mogelijk liegen tegen de Rijksrecherche. Het Presidium en de Kamer moet onderzoek naar deze twee politieke vandalen en hun mogelijke medestanders openen. Ik zal dat voorstel zsm in het Presidium van de Tweede Kamer doen!;0;2025-05-17T09:41:24.000Z
"Terugsturen naar Gaza dus.
";0;2024-05-17T15:06:39.000Z
@geertwilderspvv Gestemd 20x op Eden Golan!!;0;2024-05-11T19:24:15.000Z
הכוכב הבא לאירוויזיון במהדורה מיוחדת | דור שמעון - עם ישראל חי ;1;2024-03-03T15:51:28.000Z
Van harte Nicole!! ;1;2023-12-06T21:07:48.000Z
Veel dank aan zowel je moeder als aan jou grote vriend! ;1;2023-11-23T22:25:19.000Z
Fundraiser by Emma Schipper : A Song about Hope: Fundraising Magen David Adom ;1;2023-10-27T11:49:04.000Z
אייל גולן – עם ישראל חי (;0;2023-10-19T19:11:54.000Z
Aanstaande dinsdag staat  die verschrikkelijke dwangwet op de agenda van de Kamer. Ik ga proberen die wet te ‘filibusteren’. ZES UUR spreektijd aangevraagd. Want Nederlandse gemeenten mogen nooit gedwongen worden gelukzoekers  op te vangen.;0;2023-09-23T10:06:01.000Z
רפואה שלמה אדוני ראש הממשלה! ;1;2023-07-23T02:25:35.000Z
Zojuist aangemeld voor Mondelinge Vragen: ben je tegen de komst van een AZC in Nederland dan word je met subsidie van de NCTV onderzocht en gecriminaliseerd. Onacceptabel  ;0;2023-07-03T06:17:56.000Z
Twee ministers @DilanYesilgoz en @ministervRB op Justitie en Veiligheid. Wat doen die twee eigenlijk de hele dag? Hoe kan het nou dat zij, voor de zoveelste keer, een levensgevaarlijke gek op de maatschappij loslaten? Debat aangevraagd ;0;2023-06-21T07:30:33.000Z
Bewoner aangehouden na brand in azc Hoogeveen ;0;2023-05-11T11:51:44.000Z
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wilden liquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0;2023-05-04T17:21:44.000Z
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wildenliquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0;2023-05-04T17:21:44.000Z
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wilde liquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0;2023-05-04T17:21:44.000Z
Dit is rampzalig.  77.000 gelukzoekers en daar komt nog hun gezinshereniging bovenop. Dat gaat dus om honderdduizenden Afrikanen en Arabieren. Nederland gaat hier helemaal kapot aan. ;0;2023-04-28T14:06:52.000Z
Wederom blijkt dat Bergkamp en haar Presidium @khadijaArib een poets heeft gebakken en zij haar via 10 messen in haar rug de Kamer uit heeft weggewerkt. De Kamer zit dankzij handjeklap nu met Bergkamp opgescheept. Hopelijk dus snel nieuwe verkiezingen zodat wij met de grote schoonmaak kunnen beginnen;0;2023-04-17T15:53:28.000Z
@koningsveld רפואה שלמה!!;1;2023-02-05T16:29:48.000Z
@ministervRB wil het ‘Monster van Assen’, de kindermoordenaar en serieverkrachter Jan S., vrijlaten. Debat aangevraagd ;0;2023-02-04T17:11:36.000Z
Een moordenaar loopt vrij rond omdat hij zijn enkelbandje heeft doorgeknipt. De minister moet zich deze week hiervoor nog verantwoorden. Zojuist alle Justitie woordvoerders verzocht dit mogelijk te maken ;0;2022-12-21T19:42:30.000Z
Ongelooflijk. Rutte weer door de knieën. Gaat instemmen met toetreden van Roemenië en Kroatië tot Schengen gebied. Dus meer immigratie, meer corruptie, meer geweld en misdaad naar Nederland. Debat aangevraagd;0;2022-12-02T14:05:21.000Z
Schaf TBS af. Hoeveel onschuldige mensen moeten nog slachtoffer worden van het naïeve Nederlandse TBS beleid. Gevaarlijke, krankzinnige criminelen moeten (levenslang) in de cel. Niet vrij op straat. Of met proefverlof. Bescherm de maatschappij en schaf TBS af ;0;2022-12-01T07:54:04.000Z
Bergkamp stuurt slap briefje naar Kamer. Slappe smoesjes. Slappe basis voor killer onderzoek naar Arib. Stop dat valse onderzoek en @Vera_Bergkamp doe NL een plezier en treed af;0;2022-11-14T12:55:45.000Z
Bij het AZC in Ter Apel worden nu automobilisten bekogeld door gelukzoekers die @VVD onbeperkt ons land binnen laat. ;0;2022-11-09T11:16:18.000Z
"Presidium is zo lek als een mandje. En basis voor onderzoek flinterdun. Dus: Opnieuw aangifte; onderzoek Rijksrecherche want lekken is ambtsmisdrijf. En stop definitief dat valse onderzoek naar Arib. Debat aangevraagd. ";0;2022-11-05T10:15:04.000Z
"De opgepakte (vermoedelijke) daders zijn Algerijnse immigranten. Dit soort Arabieren en Afrikanen worden ook door Nederland continu binnengelaten en opgevangen. Met alle gevaren van dien…
Franse justitie: dode meisje in koffer is verkracht en vermoord ";0;2022-10-17T14:47:45.000Z
debat aangevraagd! ‘Statushouders Utrecht nemen ontslag na verkrijgen huurwoning ' ;0;2022-10-09T12:38:59.000Z
Vanuit het Presidium is gelekt. Zoek uit wie heeft gelekt. Doe aangifte. Onderzoek naar grensoverschrijdend gedrag Arib: ’Ik word voor de bus gegooid door Vera Bergkamp’ ;0;2022-09-29T10:15:41.000Z
Angsthazen en haathazen ;1;2022-09-22T20:40:39.000Z
Onder het mom van ‘eigen volk laatst’…;0;2022-07-13T09:18:11.000Z
"Levensgevaarlijke criminelen moeten opgesloten zitten; maar onze overheid geef heb in plaats daarvan belastinggeld..! Debat aangevraagd. Overheid moet wachtende tbs'ers tienduizenden euro's betalen ";0;2022-07-02T08:46:25.000Z
Debat aangevraagd!!Kabinet komt met crisisaanpak voor asielopvang ;0;2022-06-17T14:25:07.000Z
Die smerige dader had destijds lang, liefst levenslang, opgesloten en chemisch gecastreerd moeten worden. Advocaat: verdachte in zaak-Gino eerder veroordeeld voor misbruik ;0;2022-06-05T18:03:17.000Z
"Lieve vragen hoor. Maar die Mocro-daders moeten niet op onze kosten een cursus krijgen maar linea recta ons land uitgeschopt worden. Laat ze maar rotzooi trappen in hun eigen land; in Marokko. Hoe minder Mocro’s in NL hoe minder geweld tegen Joden. ";0;2022-05-04T16:36:18.000Z
Geert Wilders: Twitteraccount opnieuw geblokkeerd ;0;2022-04-29T16:51:58.000Z
Account @geertwilderspvv opnieuw tijdelijk geblokkeerd dit keer zelfs zonder reden op te geven. Wilders heeft opnieuw bezwaar aangetekend;0;2022-04-29T16:28:48.000Z
Zojuist debat aangevraagd en aangemeld voor mondelinge vragen. Bovenop deze record aantallen wil EU nog meer immigratie uit Afrika en Midden Oosten. Nederland bezwijkt onder deze aanhoudende invasie. Migratie naar recordhoogte ;0;2022-04-28T09:15:13.000Z
Bassiehof - We moeten het (vooral de Tweede Kamer) over Geert Wilders hebben ;0;2022-04-24T18:00:40.000Z
"Petitie tegen Wilders voor Pakistaanse Hoge Raad wegens blasfemie. 
Waarom zwijgt premier Rutte? Actie! Petition Filed In Pakistan Against Dutch Politician Geert Wilders For Blasphemy - India Maximum ";0;2022-04-23T06:39:09.000Z
Wat een gloeiende schande. Kabinet doet niks en blijft muisstil. ;0;2022-04-22T16:12:04.000Z
Lezen! Ook jullie @telegraaf! ;1;2022-04-21T07:26:05.000Z
Misdadig lage straf van deze rechtbank. Kinderverkrachters moeten jarenlang, liefst levenslang, de cel in en direct chemisch gecastreerd worden. ‘1,5 jaar cel en tbs voor verkrachten van 4-jarig meisje in steegje’ ;0;2022-04-07T15:55:38.000Z
"Taakstraf?Is dat OM gek geworden? Deze Somaliër moet heel lang opgesloten worden en dan voorgoed  terug naar Somalië ‘geschopt’ worden.                            
Asad mishandelt vrouw en pasgeboren baby: ‘Ik wist niet dat je geen mensen mocht slaan in NL ";0;2022-04-06T16:32:45.000Z
PVV heeft debat en mondelinge vragen aangevraagd. Want wij gaan ons hier fel tegen verzetten. Het toepassen van dwang om vreemdelingen op te vangen is een onacceptabele stap van het kabinet. ;0;2022-03-30T18:30:33.000Z
@federatiefjoods @geertwilderspvv יהי זכרו ברוך;0;2022-03-20T19:00:47.000Z
Gefeliciteerd @VrouwvdVrijheid met je verjaardag!!! ;1;2022-02-13T00:43:50.000Z
Nee @DilanYesilgoz Door jouw acties is de Joodse Gemeenschap nu minder beschermd. Dat je dit toedekt met leugens maakt het allemaal nog vuiler en vunziger dan het al was ;0;2022-01-26T18:17:17.000Z
.@ferdgrapperhaus  is de enige minister van veiligheid in de wereld die vrijwillig terroristen importeert. Normale ministers van veiligheid schakelen terroristen uit….Nederland gaat vijf Syrië-gangers repatriëren ;0;2021-11-09T15:33:16.000Z
"Man overleden nadat drie ‘donker getinte jongens’ hem voor de tram duwden. En wat doet Grapperhaus nog op dezelfde avond? In plaats van te beginnen met 800 gevaarlijke asielindringers uitzetten, faciliteert hij meer geweld. Meer moord en ellende voor NL.
";0;2021-10-18T22:37:42.000Z
De PVV is voor vrijheid. Weg met die onzinnige coronapas! ;1;2021-10-08T05:41:49.000Z
Bescherm gevangenis personeel PI Zaandam! ;1;2021-08-31T11:59:46.000Z
Waarom wordt belangrijk onderzoek naar ‘Deventer moordzaak’ getraineerd? Schriftelijke vragen gesteld. ;0;2021-08-29T18:31:34.000Z
"Nigeriaanse asielzoeker probeert 7 mensen, waaronder een vrouw die een baby vasthield, te vermoorden. Waarom laat de #VVD deze asielterroristen nog steeds Nederland binnen.

Schriftelijke vragen met @GeertWildersPVV. Deze waanzin moet stoppen! ";0;2021-08-05T06:53:44.000Z
PVV steunt onafhankelijk onderzoek naar de beveiliging van Peter R. De Vries. PVV pleit tegelijkertijd voor snoeiharde en lange straffen voor alle leden van de mocromaffia. Ook voor die daders die nu kroongetuige zijn.;1;2021-08-01T12:51:37.000Z
"Dus in NL kan je meerdere jonge meisjes seksueel misbruiken, chanteren en geestelijk martelen en dan krijg je netto nog geen jaar celstraf. Het lijkt wel alsof Nederlandse rechters en het OM actief pedofielen faciliteren..
";0;2021-07-21T19:08:13.000Z
Dit soort rechters die dit soort lage straffen uitdelen zijn zelf ‘verminderd toerekeningsvatbaar’ en zouden direct uit hun ambt gezet moeten worden. Celstraffen voor seksuele uitbuiting van 15-jarig meisje uit Drachten | RTL Nieuws ;0;2021-07-17T12:30:53.000Z
Asielzoekers plegen dagelijks geweld op buschauffeurs. Schriftelijke vragen samen met ⁦@geertwilderspvv⁩ en ⁦@BarryMadlener⁩ ;0;2021-07-14T16:02:27.000Z
Veel asiel dus veel criminaliteit. Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;0;2021-07-08T16:16:42.000Z
Staatssecretaris strooit met 10000 paspoorten onder druk van de asielindustrie. Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;0;2021-07-08T16:06:00.000Z
"Het aantal buitenlandse indringers dat Nederland binnenstroomt neemt week op week schrikbarend toe!

Zojuist namens de #PVV schriftelijke vragen gesteld. Deze asielinvasie moet stoppen. ";0;2021-06-28T14:26:18.000Z
"Het gaat zo vaak fout. Trek alle verloven in en sluit die vieze tbs verkrachters allemaal op en laat ze nooit vrij op verlof.
“Burgemeester over kinderaanrandingen Venray: ’Hier is iets hartstikke fout gelopen’ ";0;2021-06-23T12:39:14.000Z
Wat doet dit stuk tuig nog in Nederland?? Sluit nou die grenzen voor al die enge buitenlandse indringers. ;0;2021-06-15T10:14:22.000Z
"Inwoners van #Apeldoorn worden opgescheept met een gigantisch #AZC in hun wijk. 

En terwijl de asielterreur hun leven zal verwoesten, heeft de wereldvreemde wethouder het over hoe een multiculturele wijk zorgt voor nieuwe ontmoetingen! Waanzin!

";0;2021-06-14T11:11:48.000Z
"Een asielzoeker uit Iran randt al jarenlang Nederlandse vrouwen en meisjes aan. Wanneer is het een keer klaar met die fopstraffen en wordt deze aanrandende asielviezerik ons land uitgezet??

Schriftelijke vragen met @GeertWildersPVV. ";0;2021-06-10T15:23:21.000Z
Wat een schande. Die twee ministers  moeten zich hiervoor verantwoorden. Daarom interpellatie debat aangevraagd. ;0;2021-06-05T08:04:14.000Z
Rechters geven geen straf (maar wel schadevergoeding…)aan frauderend terroristen liefje. Rechters beschermen dit journalistje en maken daardoor van Nederland een paradijs voor gevaarlijke terroristen. ;0;2021-06-04T14:57:27.000Z
"Schaamteloos hoe er miljoenen worden weggegeven aan luxe AZC's en mooie huizen voor gelukszoekers terwijl de gewone Nederlander gebukt gaat onder de enorme woningnood.

Pure discriminatie van onze eigen mensen waar we korte metten mee moeten maken.

";0;2021-06-03T13:32:43.000Z
"Zojuist in de Kamer mede namens @geertwilderspvv de motie ingediend om te stoppen met het vreselijke EU-migratiepact en de herverdeling van gelukszoekers.

Nederland moet niet meer meedoen met dat falende asielbeleid, maar zelf de grenzen sluiten! #GrenzenDicht #PVV";1;2021-06-03T08:41:38.000Z
"Ons land stroomt vol met miljoenen buitenlandse indringers!

Zo worden Nederlanders eenminderheid in eigen land.

De #PVV heeft hier zojuist een debat over aangevraagd in de Kamer.

";0;2021-06-02T08:43:38.000Z
600 asielzoekers in een dorp van 25 inwoners plaatsen? Deze asiel invasie moet stoppen. Schriftelijke vragen met ⁦@geertwilderspvv⁩ gesteld ;0;2021-05-28T11:01:12.000Z
