Posts;Labels
"Morgenavond gaan we met DNA opnieuw naar Loosdrecht om samen met inwoners de waarnemend burgemeester duidelijk te maken dat hij zijn democratische boekje te buiten is gegaan.

Voor mannelijke migranten die door vijf, zes of zeven veilige landen zijn gereisd, wordt alles geregeld: gratis OV, huisvesting en zorg. Maar voor de inwoners van Loosdrecht blijft deze waarnemend burgemeester en zijn college van wethouders opvallend afwezig.";0
Vanavond was ik met collega @anlammers langs bij de dappere mensen van Loosdrecht. De politiek heeft de rechten van deze mensen afgepakt en terecht dat zij die rechten nu terugeisen. Het brute politieoptreden tegen hen past niet bij onze rechtstaat. Wat in Loosdrecht en op veel andere plekken in Nederland gebeurt is asieldictatuur. Op 6 mei dreigt de burgemeester zo’n 100 mannen, ondanks de massale protesten, te huisvesten in Loosdrecht. Precies daar waar zoveel jonge kinderen spelen, sporten en fietsen. Deze waanzin moet stoppen. Wij (DNA) steunen de inwoners van Loosdrecht!;0
"Wat is er toch met de VVD gebeurd??

";0
"Het is vandaag voor al die kiezers die op partijen die strenger asielbeleid beloofden,  hebben gestemd, een verdrietige dag. Aan al die kiezers die genoeg hebben van konkelende politici die liever saboteren dan oplossen

WELKOM THUIS BIJ @nedalliantie!

";0
"Dit is politieke sabotage op hoog niveau.

Exact dezelfde novelle steunde de PVV nog geen 4 maanden geleden hartstochtelijk in de Tweede Kamer. Maar schiet hem nu af met als mogelijk gevolg dat er geen strengere asielmaatregelen komen.

Wil de PVV nou echt alleen maar chaos creëren? 

Waarom wil de PVV geen problemen oplossen?

#asielwet";0
"Beste @geertwilderspvv kan jij aan NL uitleggen waarom deze wetten ZONDER strafbaarstelling illegaliteit 13 maanden geleden ‘streng’ en ‘fantastisch’ waren; en je nu dezelfde wetten, alleen dan MET strafbaarstelling illegaliteit (dus strenger) dreigt af te schieten? ";0
"De enige wet van Faber die op deze manier overblijft is de spreidingswet. De dwangwet. Deze zou in het PVV-kabinet van tafel worden gehaald, maar ze lagen te slapen. En stapten daarna als een haas uit het kabinet.

Nu speelt PVV weer een alles of niets spel. Met als resultaat voor Nederland: niks.

Nederlanders verdienen volwassen politiek en geen politiek theater.

Daarbij hoort ook gewoon voor je eigen wetten stemmen. Ook als die door de kracht van democratie een tikkie gewijzigd worden.

Wij zijn ook voor een asielstop maar deze wetten zijn beter iets dan niets.

";0
"De enige wet van Faber die op deze manier overblijft is de spreidingswet. De dwangwet. Deze zou in het PVV-kabinet van tafel worden gehaald, maar ze lagen te slapen. En stapten daarna als een haas uit het kabinet.

Nu speelt PVV weer een alles of niets spel. Met als resultaat voor Nederland: niks.

Nederlanders verdienen volwassen politiek en geen politiek theater.

Daarbij hoort ook gewoon voor je eigen wetten stemmen. Ook als die door de kracht van democratie een tikkie gewijzigd worden.

Wij zijn ook voor een asielstop maar deze wetten zijn beter iets dan niets.";0
Duitse regering wel barmhartig voor eigen bevolking. Waarom verlaagt NL niet de accijnzen? Wij zeggen dit al weken! Verlaag de accijnzen op de brandstof en verhoog de belastingvrije km vergoeding.Doe eens wat ⁦@MinPres⁩ voor de eigen bevolking! ;1
Goed nieuws en veel succes @claudiavz!!! ;1
@tonfvandijk ;1
@MonaKeijzer @tonfvandijk ;1
@wierdduk ;1
"Nou, nou..Julia Wouters noemt mij bij een EO productie een ‘enge fascist’. 
Wat doet men eigenlijk met ‘enge fascisten’ sinds 1945?
Julia heeft al eerder geweld verheerlijkt tegen mensen die haar mening niet delen. Bovendien is zij politiek opgeroeid in de partij die Pim
Fortuyn heeft gedemoniseerd. Wie is hier nou eigenlijk echt eng?";0
Zojuist heb ik aangekondigd dat ik as dinsdag hierover een spoeddebat wil organiseren. Dit is onfatsoenlijke politiek en doet afbreuk aan het vertrouwen in de politiek. ;0
"Nederland stemde vandaag overtuigend tegen de spreidingswet.
Het kabinet moet die verschrikkelijke dwangwet NU intrekken zodat gemeenten niet meer en nooit meer kunnen worden gedwongen asielzoekers op te vangen!";0
"Nederland stemde vandaag overtuigend tegen de spreidingswet.
Het kabinet moet die wet NU intrekken zodat gemeenten niet meer en nooit meer kunnen worden gedwongen asielzoekers op te vangen!";0
"Succes morgen met stemmen!
Bij de volgende verkiezingen kunt u op ons stemmen! ";1
"1) De reacties van de politieke elite op de dubbele aanslag op de Nederlandse Joodse Gemeenschap voelen ietwat gratuit aan.
Elke andere reactie was overigens volstrekt onacceptabel geweest. 
2) het is niet voor niks dat nu in Nederland twee aanslagen op Joodse doelen konden plaatsvinden. 
Want NL heeft afgelopen decennia een hele grote 5e colonne binnen gelaten van Jihadisten en moslim terroristen,  die dus dit soort aanslagen kunnen en willen plegen. 
Bovendien weten die daders dat ze van de politieke elite, politie en rechterlijke macht niks te vrezen te hebben.
* Dagelijkse genocide aantijgingen aan de Joodse Staat, 
* Jodenjacht in Amsterdam
* ⁠openlijke antisemitische demonstraties
* ⁠universiteiten waar Joden zich niet meer veilig voelen 
* ⁠halve Hamas terroristen op de kandidatenlijst van de partij van de burgemeester van Amsterdam.
* ⁠Koningin die naar anti Joodse  Oxfam Novib feestjes gaat
* ⁠ministers die Palestijnse terroristische organisaties met ons belastinggeld steunen.
* ⁠openlijk anti Joodse media die zelfs tot en met gisteren de aanslag in de schoenen van de Joden probeerde te schuiven
* ⁠Tout’ links liep mee met de antiJoodse Rode lijn demonstratie en zelfs een partij als de PVDA was bereid de vernietiging van Israël te accepteren. 
3) de prijs om anti Joods te zijn in NL is heel laag. Van heel links krijg je binnenskamers waarschijnlijk waardering en voor het plegen van een aanslag geen of amper straf. Nou ja misschien een dag tripje naar Westerbork waar ze vooral inspiratie van krijgen wat er nog meer mogelijk is. 
Vooralsnog weigeren de autoriteiten zelfs het signalement van de daders te openbaren. 
In Nederland anno 2026 is natuurlijk helemaal niemand meer antisemiet. Dat is niet chic en Hitler heeft dat woord impopulair gemaakt. 
Ze noemen het tegenwoordig anti Zionist of anti Israël.
De aanslagen van afgelopen week komen dus niet uit de lucht vallen.";0
"Mijn beste vriend Liam is 6,5 jaar en heeft samen met zijn vader en De Liedjesfabriek dit mooie nummer gemaakt.
Als heel veel mensen er naar luisteren wordt onze dappere Liam vast en zeker snel weer helemaal beter!

";1
"Met de iftarschorsing is de Kamer tolerant geweest tegenover de intoleranten.
Een eerste  stap richting islamisering van het parlement is gezet.
Helaas geen steun vanuit de Kamer voor een plenair debat. Het Presidium zal wel met een reactie moeten komen over hoe dit in de toekomst te voorkomen.";0
"Dat is geweldig nieuws en o.a. het resultaat van de inspanningen van @sgpnieuws en onze fractie!
";1
"Tegen de minister @SvVeldhoven zei ik zojuist: Drill Stientje Drill. Stel het Groningse gas zsm weer  beschikbaar voor NL. 
Verlaag de accijnzen en belastingen op de brandstof.
Zorg voor lage gas EN brandstof prijzen.
Doe dat nu want de mensen thuis kunnen dit prijsniveau niet aan.";0
@mmeeuw Nee @mmeeuw dat zeg ik niet. Ik zeg dit: “Familie wonen, die ook weleens in het leger hebben gezeten.” Zou je dit a.u.b. kunnen aanpassen? Veel dank;0
Ze blijkt dus Lale GeLUL te heten. Want alleen maar dom anti Israël gelul, van iemand die alles doet om partijen als de VVD te pleasen. @lale_gul89 ;0
Wie is u meneer de Voorzitter en leden van het Presidium?Niet u beslist hierover maar de Tweede Kamer. Bij het debat dat we zsm gaan voeren zullen wij als PVV pleiten voor volledige openheid van zaken en een grondig onderzoek naar deze stinkende doofpot! ;0
De door ons -PVV- gewaardeerde oud voorzitter Arib is door de politiek beestachtig behandeld. Het wordt steeds duidelijker dat haar opvolger Bergkamp en oud griffier Roos vals spel lijken te hebben gespeeld inclusief mogelijk liegen tegen de Rijksrecherche. Het Presidium en de Kamer moet onderzoek naar deze twee politieke vandalen en hun mogelijke medestanders openen. Ik zal dat voorstel zsm in het Presidium van de Tweede Kamer doen!;0
"Terugsturen naar Gaza dus.
";0
@geertwilderspvv Gestemd 20x op Eden Golan!!;0
הכוכב הבא לאירוויזיון במהדורה מיוחדת | דור שמעון - עם ישראל חי ;1
Van harte Nicole!! ;1
Veel dank aan zowel je moeder als aan jou grote vriend! ;1
Fundraiser by Emma Schipper : A Song about Hope: Fundraising Magen David Adom ;1
אייל גולן – עם ישראל חי (;0
Aanstaande dinsdag staat  die verschrikkelijke dwangwet op de agenda van de Kamer. Ik ga proberen die wet te ‘filibusteren’. ZES UUR spreektijd aangevraagd. Want Nederlandse gemeenten mogen nooit gedwongen worden gelukzoekers  op te vangen.;0
רפואה שלמה אדוני ראש הממשלה! ;1
Zojuist aangemeld voor Mondelinge Vragen: ben je tegen de komst van een AZC in Nederland dan word je met subsidie van de NCTV onderzocht en gecriminaliseerd. Onacceptabel  ;0
Twee ministers @DilanYesilgoz en @ministervRB op Justitie en Veiligheid. Wat doen die twee eigenlijk de hele dag? Hoe kan het nou dat zij, voor de zoveelste keer, een levensgevaarlijke gek op de maatschappij loslaten? Debat aangevraagd ;0
Bewoner aangehouden na brand in azc Hoogeveen ;0
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wilden liquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wildenliquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0
We wisten allang dat het OM een incompetente bende is. Echte misdadigers laten zij lopen. Zij hebben gefaald bij de moord op Peter R de Vries, Derk Wiersum en de broer van de kroongetuige en zij hebben, nadat ze @geertwilderspvv politiek wilde liquideren, nu hun gifpeilen op Richard de Mos gericht.Wat een schande.;0
Dit is rampzalig.  77.000 gelukzoekers en daar komt nog hun gezinshereniging bovenop. Dat gaat dus om honderdduizenden Afrikanen en Arabieren. Nederland gaat hier helemaal kapot aan. ;0
Wederom blijkt dat Bergkamp en haar Presidium @khadijaArib een poets heeft gebakken en zij haar via 10 messen in haar rug de Kamer uit heeft weggewerkt. De Kamer zit dankzij handjeklap nu met Bergkamp opgescheept. Hopelijk dus snel nieuwe verkiezingen zodat wij met de grote schoonmaak kunnen beginnen;0
@koningsveld רפואה שלמה!!;1
@ministervRB wil het ‘Monster van Assen’, de kindermoordenaar en serieverkrachter Jan S., vrijlaten. Debat aangevraagd ;0
Een moordenaar loopt vrij rond omdat hij zijn enkelbandje heeft doorgeknipt. De minister moet zich deze week hiervoor nog verantwoorden. Zojuist alle Justitie woordvoerders verzocht dit mogelijk te maken ;0
Ongelooflijk. Rutte weer door de knieën. Gaat instemmen met toetreden van Roemenië en Kroatië tot Schengen gebied. Dus meer immigratie, meer corruptie, meer geweld en misdaad naar Nederland. Debat aangevraagd;0
Schaf TBS af. Hoeveel onschuldige mensen moeten nog slachtoffer worden van het naïeve Nederlandse TBS beleid. Gevaarlijke, krankzinnige criminelen moeten (levenslang) in de cel. Niet vrij op straat. Of met proefverlof. Bescherm de maatschappij en schaf TBS af ;0
Bergkamp stuurt slap briefje naar Kamer. Slappe smoesjes. Slappe basis voor killer onderzoek naar Arib. Stop dat valse onderzoek en @Vera_Bergkamp doe NL een plezier en treed af;0
Bij het AZC in Ter Apel worden nu automobilisten bekogeld door gelukzoekers die @VVD onbeperkt ons land binnen laat. ;0
"Presidium is zo lek als een mandje. En basis voor onderzoek flinterdun. Dus: Opnieuw aangifte; onderzoek Rijksrecherche want lekken is ambtsmisdrijf. En stop definitief dat valse onderzoek naar Arib. Debat aangevraagd. ";0
"De opgepakte (vermoedelijke) daders zijn Algerijnse immigranten. Dit soort Arabieren en Afrikanen worden ook door Nederland continu binnengelaten en opgevangen. Met alle gevaren van dien…
Franse justitie: dode meisje in koffer is verkracht en vermoord ";0
debat aangevraagd! ‘Statushouders Utrecht nemen ontslag na verkrijgen huurwoning ' ;0
Vanuit het Presidium is gelekt. Zoek uit wie heeft gelekt. Doe aangifte. Onderzoek naar grensoverschrijdend gedrag Arib: ’Ik word voor de bus gegooid door Vera Bergkamp’ ;0
Angsthazen en haathazen ;1
Onder het mom van ‘eigen volk laatst’…;0
"Levensgevaarlijke criminelen moeten opgesloten zitten; maar onze overheid geef heb in plaats daarvan belastinggeld..! Debat aangevraagd. Overheid moet wachtende tbs'ers tienduizenden euro's betalen ";0
Debat aangevraagd!!Kabinet komt met crisisaanpak voor asielopvang ;0
Die smerige dader had destijds lang, liefst levenslang, opgesloten en chemisch gecastreerd moeten worden. Advocaat: verdachte in zaak-Gino eerder veroordeeld voor misbruik ;0
"Lieve vragen hoor. Maar die Mocro-daders moeten niet op onze kosten een cursus krijgen maar linea recta ons land uitgeschopt worden. Laat ze maar rotzooi trappen in hun eigen land; in Marokko. Hoe minder Mocro’s in NL hoe minder geweld tegen Joden. ";0
Geert Wilders: Twitteraccount opnieuw geblokkeerd ;0
Account @geertwilderspvv opnieuw tijdelijk geblokkeerd dit keer zelfs zonder reden op te geven. Wilders heeft opnieuw bezwaar aangetekend;0
Zojuist debat aangevraagd en aangemeld voor mondelinge vragen. Bovenop deze record aantallen wil EU nog meer immigratie uit Afrika en Midden Oosten. Nederland bezwijkt onder deze aanhoudende invasie. Migratie naar recordhoogte ;0
Bassiehof - We moeten het (vooral de Tweede Kamer) over Geert Wilders hebben ;0
"Petitie tegen Wilders voor Pakistaanse Hoge Raad wegens blasfemie. 
Waarom zwijgt premier Rutte? Actie! Petition Filed In Pakistan Against Dutch Politician Geert Wilders For Blasphemy - India Maximum ";0
Wat een gloeiende schande. Kabinet doet niks en blijft muisstil. ;0
Lezen! Ook jullie @telegraaf! ;1
Misdadig lage straf van deze rechtbank. Kinderverkrachters moeten jarenlang, liefst levenslang, de cel in en direct chemisch gecastreerd worden. ‘1,5 jaar cel en tbs voor verkrachten van 4-jarig meisje in steegje’ ;0
"Taakstraf?Is dat OM gek geworden? Deze Somaliër moet heel lang opgesloten worden en dan voorgoed  terug naar Somalië ‘geschopt’ worden.                            
Asad mishandelt vrouw en pasgeboren baby: ‘Ik wist niet dat je geen mensen mocht slaan in NL ";0
PVV heeft debat en mondelinge vragen aangevraagd. Want wij gaan ons hier fel tegen verzetten. Het toepassen van dwang om vreemdelingen op te vangen is een onacceptabele stap van het kabinet. ;0
@federatiefjoods @geertwilderspvv יהי זכרו ברוך;0
Gefeliciteerd @VrouwvdVrijheid met je verjaardag!!! ;1
Nee @DilanYesilgoz Door jouw acties is de Joodse Gemeenschap nu minder beschermd. Dat je dit toedekt met leugens maakt het allemaal nog vuiler en vunziger dan het al was ;0
.@ferdgrapperhaus  is de enige minister van veiligheid in de wereld die vrijwillig terroristen importeert. Normale ministers van veiligheid schakelen terroristen uit….Nederland gaat vijf Syrië-gangers repatriëren ;0
"Man overleden nadat drie ‘donker getinte jongens’ hem voor de tram duwden. En wat doet Grapperhaus nog op dezelfde avond? In plaats van te beginnen met 800 gevaarlijke asielindringers uitzetten, faciliteert hij meer geweld. Meer moord en ellende voor NL.
";0
De PVV is voor vrijheid. Weg met die onzinnige coronapas! ;1
Bescherm gevangenis personeel PI Zaandam! ;1
Waarom wordt belangrijk onderzoek naar ‘Deventer moordzaak’ getraineerd? Schriftelijke vragen gesteld. ;0
"Nigeriaanse asielzoeker probeert 7 mensen, waaronder een vrouw die een baby vasthield, te vermoorden. Waarom laat de #VVD deze asielterroristen nog steeds Nederland binnen.

Schriftelijke vragen met @GeertWildersPVV. Deze waanzin moet stoppen! ";0
PVV steunt onafhankelijk onderzoek naar de beveiliging van Peter R. De Vries. PVV pleit tegelijkertijd voor snoeiharde en lange straffen voor alle leden van de mocromaffia. Ook voor die daders die nu kroongetuige zijn.;1
"Dus in NL kan je meerdere jonge meisjes seksueel misbruiken, chanteren en geestelijk martelen en dan krijg je netto nog geen jaar celstraf. Het lijkt wel alsof Nederlandse rechters en het OM actief pedofielen faciliteren..
";0
Dit soort rechters die dit soort lage straffen uitdelen zijn zelf ‘verminderd toerekeningsvatbaar’ en zouden direct uit hun ambt gezet moeten worden. Celstraffen voor seksuele uitbuiting van 15-jarig meisje uit Drachten | RTL Nieuws ;0
Asielzoekers plegen dagelijks geweld op buschauffeurs. Schriftelijke vragen samen met ⁦@geertwilderspvv⁩ en ⁦@BarryMadlener⁩ ;0
Veel asiel dus veel criminaliteit. Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;0
Staatssecretaris strooit met 10000 paspoorten onder druk van de asielindustrie. Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;0
"Het aantal buitenlandse indringers dat Nederland binnenstroomt neemt week op week schrikbarend toe!

Zojuist namens de #PVV schriftelijke vragen gesteld. Deze asielinvasie moet stoppen. ";0
"Het gaat zo vaak fout. Trek alle verloven in en sluit die vieze tbs verkrachters allemaal op en laat ze nooit vrij op verlof.
“Burgemeester over kinderaanrandingen Venray: ’Hier is iets hartstikke fout gelopen’ ";0
Wat doet dit stuk tuig nog in Nederland?? Sluit nou die grenzen voor al die enge buitenlandse indringers. ;0
"Inwoners van #Apeldoorn worden opgescheept met een gigantisch #AZC in hun wijk. 

En terwijl de asielterreur hun leven zal verwoesten, heeft de wereldvreemde wethouder het over hoe een multiculturele wijk zorgt voor nieuwe ontmoetingen! Waanzin!

";0
"Een asielzoeker uit Iran randt al jarenlang Nederlandse vrouwen en meisjes aan. Wanneer is het een keer klaar met die fopstraffen en wordt deze aanrandende asielviezerik ons land uitgezet??

Schriftelijke vragen met @GeertWildersPVV. ";0
Wat een schande. Die twee ministers  moeten zich hiervoor verantwoorden. Daarom interpellatie debat aangevraagd. ;0
Rechters geven geen straf (maar wel schadevergoeding…)aan frauderend terroristen liefje. Rechters beschermen dit journalistje en maken daardoor van Nederland een paradijs voor gevaarlijke terroristen. ;0
"Schaamteloos hoe er miljoenen worden weggegeven aan luxe AZC's en mooie huizen voor gelukszoekers terwijl de gewone Nederlander gebukt gaat onder de enorme woningnood.

Pure discriminatie van onze eigen mensen waar we korte metten mee moeten maken.

";0
"Zojuist in de Kamer mede namens @geertwilderspvv de motie ingediend om te stoppen met het vreselijke EU-migratiepact en de herverdeling van gelukszoekers.

Nederland moet niet meer meedoen met dat falende asielbeleid, maar zelf de grenzen sluiten! #GrenzenDicht #PVV";1
"Ons land stroomt vol met miljoenen buitenlandse indringers!

Zo worden Nederlanders eenminderheid in eigen land.

De #PVV heeft hier zojuist een debat over aangevraagd in de Kamer.

";0
600 asielzoekers in een dorp van 25 inwoners plaatsen? Deze asiel invasie moet stoppen. Schriftelijke vragen met ⁦@geertwilderspvv⁩ gesteld ;0
"In het Brabantse Budel patrouilleren dappere Nederlanders nu dagelijks over straat om hun dorp te beschermen tegen de asielterreur. Hulde!
Het is echter te schandalig voor woorden dat zo’n burgerwacht nodig is en dat crimineel asieltuig nog steeds niet keihard wordt aangepakt! ";0
Mede namens onze PVV buitenland woordvoerder @r_deroonpvv de Israëlische vlag in ontvangst genomen. De PVV stond, staat en zal altijd achter Israel en de Joodse Gemeenschap staan ;1
Door blunderend OM en slappe rechters krijgt de moordenaar van Bas van Wijk een verschrikkelijk lage straf. Onverteerbaar. Schriftelijke vragen gesteld ;0
Morgen debat precies over dit onderwerp. Stuur die Syriërs allemaal terug naar eigen land. Wegwezen allemaal! ‘Syrische asielzoeker Anas I. spioneert voor regime dictator Assad’ ;0
Verschrikkelijke brute overval op vrouw en kinderen van PSV spits Eran Zahavi. Samen met ⁦@geertwilderspvv⁩ schriftelijke vragen gesteld ;0
Joods geroofd onroerend tijdens WOII moet terug naar de Joodse gemeenschap! Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;1
Schriftelijke vragen ;1
"Onacceptabel! Door ongekend faalbeleid worden bijna 90% van de Algerijnse en Marokkaanse asielzoekers niet uitgezet. 50% van hen zijn inmiddels veroordeelde misdadigers. Deze asielterreur moet stoppen!
 
De #PVV heeft een debat aangevraagd!
 
";0
CBS gaat essentiële informatie over niet westerse allochtonen verdoezelen. Schriftelijke vragen met ⁦@GraafdeMachiel⁩ ;0
חג עצמאות שמח מדינת ישראל! ;1
"De asiel invasie gaat maar door. Elke week stromen honderden buitenlandse indringers ons land binnen en maken van Nederland een hel.

En in plaats van dat de VVD-staatssecretaris hier iets tegen doet, gedraagt zij zich als de suikertante van Noord Afrika! #GrenzenDicht! ";0
Onbegrijpelijk dat laffe Tweede Kamer geen debat hierover wilde steunen. Daarom schriftelijke vragen met ⁦⁦@geertwilderspvv⁩ ;0
Laffe rechters capituleren voor ISIS. Een terrorist hoeft van hen slechts 20 maandjes in de cel te zitten. Zij lacht. Maar Nederland huilt. ;0
Een terrorist vermomd als vluchteling. Al bijna 2 jaar gepamperd in Nederland. Levensgevaarlijk. Debat aangevraagd. Deze waanzin moet stoppen! ;0
Schriftelijke vragen met ⁦@KopsPVV⁩ ;1
@vloonstein Bedankt @vloonstein!;1
Van harte gefeliciteerd! ;1
Nee hoor ⁦⁦@NOS⁩. De rechtbank legde hem de lichtste straf op die hij kon krijgen. Hij had gewoon volgens het volwassenstrafrecht berecht kunnen worden. Wat een onrecht! ‘Zwaarste straf voor 17-jarige die ex-vriendin doodstak in Breda /via @NOS’ ;0
Omdat krankzinnige Europese rechters piepen laat slapjanus Sander Dekker een moordenaar vrij. Onvergeeflijk en levensgevaarlijk! Minister Dekker verleent met tegenzin gratie aan moordenaar café 't Koetsiertje  ;0
Morgen aangemeld voor Mondelinge Vragen. Dief, bedreiger en opruier wordt andermaal door OM niet vervolgd. OM wil blijkbaar vooral de leider van de oppositie vervolgen voor het stellen van een onschuldige vraag. ;0
Schriftelijke vragen met ⁦@geertwilderspvv⁩. Gevangenis in Vught financiert terrorisme... ;0
Wat is er toch mis met het justitie apparaat van @cdavandaag en @VVD ?? 60 dagen detentie voor een beestachtige, verkrachtende, allochtoon. Walgelijk lage straf!!  ;0
Deze vieze misbruikers, en iedereen die hier iets mee te maken heeft, moet(en)levenslang de cel in. ‘Zeeuwse garagehouder verhuurde tien jaar kinderen van vriendin voor seks’ ;0
Terroristen worden in Nederland vertroeteld. Schriftelijke vragen met ⁦@geertwilderspvv⁩ en ⁦@GraafdeMachiel⁩ ;0
Gaan we zeker doen! ;1
@nevokatz1 ברוך דיין האמת. הכרתי את אביך למעלה 25 שנה. עשה עלי רושם אדיר. יהי זכרו ברוך;1
@netanyahu ברוך דיין האמת. הייתי כחבר בבני עקיבא שבתון אחד החניך שלו. עשה עלי רושם אדיר. יהי זכרו ברוך;1
שנה טובה לכל אזרחי ישראל ולכל בני עמנו! @NaorGilon @IsraeliPM_heb ;1
