Posts;Labels;date_created
"Onze Amsterdamse lijsttrekker @RogierHavelaar wint met een kwart (!!) van de stemmen het ondernemersdebat.

Een duidelijk signaal van Amsterdamse ondernemers: voor positief, realistisch en betrouwbaar bestuur moet je bij het CDA zijn.

Laat Amsterdam dat 18 maart herhalen! 😄 ";1;2026-03-05T20:20:57.000Z
"Over twee weken gaan we naar de stembus voor de gemeenteraadsverkiezingen.

Lokaal en landelijk nemen wij verantwoordelijkheid voor wat écht telt.

Stem daarom 18 maart weer CDA! ";1;2026-03-04T17:02:36.000Z
Vandaag staat het nieuwe kabinet op het bordes. Veel succes en wijsheid! Laten we met elkaar een nieuw en hoopvol hoofdstuk schrijven in de Nederlandse politiek. ;1;2026-02-23T16:56:04.000Z
"Dit is ons team voor het nieuwe kabinet. Een team dat staat voor samenwerking en stabiliteit. 

Samen met de fractie geven zij vorm aan het CDA van nu. Ik ben trots dat zij namens het CDA verantwoordelijkheid willen dragen. ";1;2026-02-09T07:30:28.000Z
"Het CDA voelt een grote verantwoordelijkheid om de opdracht die we van de kiezer hebben meegekregen waar te maken.

Vandaag presenteerde ik samen met @RobJetten en @DilanYesilgoz onze plannen voor een beter Nederland. Bekijk onze keuzes op ";1;2026-01-30T14:10:06.000Z
Wij willen bouwen aan een beter Nederland. Samen werken we aan grote ambities, op een manier die past bij ons land. Aan een land van kansen, respect en zekerheid voor mensen die Nederland elke dag draaiende houden. Aan dat land werken we met hart en ziel. Aan de slag. ;1;2026-01-30T09:52:16.000Z
"Het Iraanse volk laat opnieuw zien hoe moedig ze is. We steunen al deze moedige Iraniërs die in opstand komen tegen het verschrikkelijke, onderdrukkende regime. 

";1;2026-01-11T07:50:09.000Z
Het CDA zal er alles aan doen om tot een zo stabiel mogelijk landsbestuur te komen dat moedige keuzes durft te maken. Dat was onze inzet en dat blijft onze inzet. (3/3);1;2025-12-08T17:01:20.000Z
Informateur Buma heeft vandaag zijn verslag naar de Kamervoorzitter gestuurd. Hij geeft D66, VVD en CDA de opdracht een akkoord te schrijven en met andere partijen te praten over welke steun zij willen geven, in welke vorm dan ook. (2/3);1;2025-12-08T17:01:20.000Z
Het is belangrijk dat we een nieuwe stap zetten in de formatie. Dat is wat Nederland van ons verwacht. Vorige week hebben we samen met D66 de basis gelegd voor een positieve en hoopvolle agenda. (1/3) ;1;2025-12-08T17:01:19.000Z
"Vandaag presenteren CDA en D66 hun positieve en ambitieuze agenda voor Nederland. De agenda is een handreiking naar andere politieke partijen om samen te werken en ons land uit de stilstand te halen.

Lees het inhoudelijke stuk hier: ";1;2025-12-02T16:00:01.000Z
Van harte, @ThomvCampen, met het voorzitterschap van de Tweede Kamer!;1;2025-11-18T19:35:50.000Z
Vanmiddag heb ik een gesprek gehad met de verkenner, waarbij ik de onderstaande brief heb meegenomen en toegelicht. ;0;2025-11-05T14:24:53.000Z
"Een fantastische uitslag vraagt om een fatsoenlijke taart. 😉

Kiezer, bedankt voor uw stem! En alle CDA'ers: dank voor jullie tomeloze inzet. Jullie maakten deze campagne tot een succes! 💚

Nu is het moment om ook mee te doen. Word lid van onze club: ➡ ";1;2025-10-30T14:41:46.000Z
Wij zijn terug! ;1;2025-10-29T21:31:20.000Z
Doe vandaag je burgerplicht! 🗳 ;1;2025-10-29T09:41:32.000Z
Met Han in de vroege ochtend bij ons in de wijk gestemd. Doe ook je burgerplicht vandaag, en ga stemmen. En wat mij betreft: stem CDA! ;1;2025-10-29T08:37:35.000Z
"Vandaag heeft Nederland de kans om een nieuwe politiek te kiezen.

Ik zal er alles aan doen om daar aan bij te dragen. Stem vandaag CDA. Zodat dit land weer vooruit kan. 

#StemCDA ";1;2025-10-29T05:53:00.000Z
"Als het CDA de premier mag leveren gaat de politiek weer normaal doen. En zal de politiek  eindelijk weer leveren op migratie, wonen en economie.

#Slotdebat ";1;2025-10-28T21:32:56.000Z
Morgen is het zo ver: u mag stemmen. Mijn stemadvies voor een stabiel kabinet dat mensen samenbrengt: stem CDA. ;1;2025-10-28T15:21:28.000Z
Doe je burgerplicht, stem morgen CDA. 😉 ;1;2025-10-28T13:37:22.000Z
Na een verhit debat de avond afgesloten bij #PauwendeWit. Wat mij betreft hoef je niet de grootste schreeuwer te zijn om de publieksprijs te winnen. ;0;2025-10-27T22:24:04.000Z
"Nederland is klaar met politici als Wilders die alleen maar roepen en weglopen als het moeilijk wordt. 

#EenVandaag ";0;2025-10-27T18:41:02.000Z
"Deze verkiezingen bewijzen: Nederland is klaar met de oude politiek van verwijten en zwartmakerij. 

De politiek moet weer normaal doen. 

#EenVandaag ";1;2025-10-27T18:29:00.000Z
"Mijn oproep bij #WNLopZondag: Geef het CDA de leiding in een nieuw kabinet.

Alleen een groot CDA kan bruggen slaan tussen partijen voor een stabiel kabinet. Want na 2 jaar stilstand moet dit land weer vooruit. ";1;2025-10-26T11:16:07.000Z
"Veel mensen hier in Brabant weten zich onderdeel van iets groters. 

Samen voor het algemeen belang, ik vind dat wij politici daar van kunnen leren. Want alleen door samen te werken brengen we dit land verder. #DebatZuiden ";1;2025-10-25T19:13:11.000Z
"Vandaag hebben we het Regenboogakkoord van COC Nederland ondertekend. 

In deze tijd van toenemende haat, geweld en discriminatie, is het belangrijk om samen te staan voor de regenbooggemeenschap. ";1;2025-10-25T12:12:45.000Z
"Het laatste weekend voor de verkiezingen maak ik in interviews met @telegraaf , @trouw  en @volkskrant duidelijk dat het woensdag na 2 jaar politieke stilstand echt anders kan.

Het CDA wil aan de slag met een stabiel kabinet dat Nederland weer verder brengt. ";1;2025-10-25T09:44:23.000Z
"GL-PvdA wijst naar andere landen als reden waarom de partij de NAVO-norm niet wil halen. 

Leiderschap betekent dat je staat voor onze veiligheid. #cafekockelmann ";0;2025-10-25T07:32:11.000Z
"Échte oplossingen komen niet van de flanken, maar liggen in het midden. 

#cafekockelmann ";1;2025-10-24T21:58:57.000Z
Bij het #DebatvanNL werd duidelijk dat we de bladzijde van de afgelopen twee jaar moeten omslaan. Tijd voor een stabiel kabinet. ;1;2025-10-23T20:31:45.000Z
"Geen circus, maar stabiliteit. Nederland verdient een betrouwbaar en stabiel kabinet dat resultaten boekt voor de grote vraagstukken van deze tijd. 

#VandaagInside ";1;2025-10-23T09:51:16.000Z
"Als je iets anders had moeten zeggen, moet je daar eerlijk over zijn en dat rechtzetten.

Vanavond bij #VandaagInside. 👇 ";1;2025-10-22T21:02:59.000Z
"Een nieuw kabinet moet orde op zaken stellen.

Dat betekent concrete resultaten boeken met het oplossen van de woningnood, met asielmigratie aanpakken en de economie sterker maken. 

#NDdebat ";1;2025-10-21T20:24:03.000Z
Als we weer normale politiek willen, doen waarden ertoe. ;1;2025-10-21T05:52:06.000Z
We kunnen morgen beginnen met het oplossen van de woningnood. Het CDA kiest voor solidariteit met de woningzoekende. #rtldebat ;1;2025-10-19T21:41:53.000Z
"De meest fatsoenlijke kapsalon op Zuid. 😁

Medekandidaat Hemin Hawezy wist dat ik een authentieke Rotterdamse kapsalon wel kan waarderen. Het resultaat is de kapsalon Bontenbal. Tot 29 okt te koop bij Restaurant Nafoura in Zuidwijk. ";1;2025-10-19T09:19:48.000Z
"Benieuwd naar onze plannen of heb je een vraag die je mij altijd al hebt willen stellen?

Over een uur kun je mij alles vragen tijdens mijn 'Ask me Anything' op Reddit. 

 ➡ 16:30 tot 17:30 uur, via ";1;2025-10-14T13:37:21.000Z
In het #RTLdebat was mijn oproep om te stoppen met breekpunten. We hebben na 29 oktober een stabiel kabinet nodig dat de rit uitzit. ;1;2025-10-13T05:15:00.000Z
"Deze verkiezingen telt één vraag: kan de politiek weer normaal doen? 

Wij zijn eerlijk over wat moet, hoopvol over wat kan. Want ik geloof dat we met fatsoenlijke politiek Nederland weer vooruit brengen.

Stem daarom 29 oktober #CDA. ";1;2025-10-12T16:30:00.000Z
"Het verhaal lees je hier:

";1;2025-10-11T07:53:17.000Z
"Vandaag in de krant: mijn inzet voor de verkiezingen.

Het is hoog tijd dat de politiek weer normaal gaat doen en echt gaat bijdragen aan oplossingen. Daar wil het CDA de leiding in nemen. ";1;2025-10-11T07:53:17.000Z
"De kop is eraf. Mijn boodschap bij het eerste debat op Radio 1 was helder:

De komende vier jaar heeft een stabiel kabinet nodig dat het aandurft om moedige keuzes te maken.

#radio1debat #debat ";1;2025-10-10T15:55:05.000Z
Er is nog veel onduidelijk over de details van het akkoord, maar dat na twee jaar leed en verdriet de weg naar vrede eindelijk lijkt te zijn ingezet, stemt hoopvol. ;1;2025-10-09T05:56:34.000Z
"Leuk nieuws: morgen mag ik mijn boek signeren in de ""mooiste boekhandel van de wereld"", Boekhandel Dominicanen in Maastricht. 

Ben je in de buurt en toe aan een nieuw boek om te lezen? Tussen half 2 en half 3 ben ik in de Dominicanerkerkstraat 1 te vinden. ";1;2025-10-08T15:23:07.000Z
De gesprekken zijn nog broos. Maar elk gesprek over een staakt-het-vuren, over de vrijlating van gijzelaars, over humanitaire toegang en over stappen richting een duurzame, rechtvaardige vrede verdient onze hoop én onze steun. 3/3;1;2025-10-07T11:17:17.000Z
Toch mogen we op zo’n zwarte dag als vandaag ook hopen dat de eerste gesprekken leiden tot duurzame vrede. Het stemt op deze donkere dag hoopvol. 2/3;1;2025-10-07T11:17:16.000Z
7 oktober is opnieuw een zwarte dag. Twee jaar na de barbaarse moordpartij van Hamas zijn de gijzelaars nog altijd niet terug bij hun families. Voor hen en hun naasten staat de wereld sindsdien stil. We herdenken vandaag alle slachtoffers van deze terreuraanval. 1/3 ;0;2025-10-07T11:17:16.000Z
"We zien deze weken weer veel stemmingsuitslagen langskomen op sociale media.

Het CDA heeft een eigen, strakke lijn gekozen in welke moties we wel of niet steunen.

Deze lijn vind je toegelicht op:

➡️ ";1;2025-10-01T13:43:50.000Z
"Het interview: 

";1;2025-09-27T12:32:57.000Z
"Voor de weekendkrant van NRC ben ik geïnterviewd over mijn stijl van politiek bedrijven, het geloof en hoe zich dat verhoudt tot de waarden van het CDA. 

Ik vond het een mooi gesprek. Naast de krant ook te beluisteren als podcast:

";1;2025-09-27T12:32:56.000Z
Voor meer grip op migratie is een Europese aanpak cruciaal. Daarom mooi nieuws dat onze @jeroen_lenaers hier werk van maakt! ;1;2025-09-26T17:14:00.000Z
"Benieuwd naar het boek? Je kunt het vanaf nu kopen, het liefst natuurlijk via de lokale boekhandel: 

";1;2025-09-22T15:30:59.000Z
'Het kan echt anders' is mijn kijk op Nederland. Waar komen we vandaan en hoe kan de politiek er voor zorgen dat we als land weer in beweging komen? Op basis van de waarden van het christendemocratische gedachtegoed schets ik een weg vooruit. 2/3;1;2025-09-22T15:30:59.000Z
"In mijn ""eigen"" boekenwinkel Van Rietschoten heb ik de eerste exemplaren van mijn boek 'Het kan echt anders' mogen overhandigen aan Tea, CDA-lid van het eerste uur, en Sophie, sinds kort lid van onze mooie club. 1/3 ";1;2025-09-22T15:30:58.000Z
Het geweld in Den Haag is absurd en onacceptabel. Deze kwaadaardige relschoppers moeten hard worden aangepakt. Alle steun voor de politie die hier namens ons allemaal, met gevaar voor eigen leven, de orde terugbrengt.;0;2025-09-20T14:49:08.000Z
"Nieuwe aflevering van onze podcast, met een terugblik op de Politieke Beschouwingen en een uitleg waarom we wel/niet voor moties stemmen.

";1;2025-09-20T09:18:39.000Z
"Lees hier mijn hele inbreng bij het debat:

";1;2025-09-17T21:22:58.000Z
"Het is hoog tijd voor een politiek die verschillen overbrugt en samenwerkt aan de toekomst.
Zo brengen we Nederland vooruit. #APB ";1;2025-09-17T21:22:58.000Z
"Mijn hele toespraak kun je hier terugkijken:
";1;2025-09-06T13:36:51.000Z
"Een politiek die niet draait om wie het hardste schreeuwt, maar om wie het beste luistert; een politiek die niet draait om de waan van de dag, maar gericht is op de toekomst van Nederland.

Een politiek die niet draait om het ‘ik’, maar om het sterker maken van het ‘wij’. 2/3";1;2025-09-06T13:36:50.000Z
"We zijn vandaag op het #CDAcongres bij elkaar gekomen in een optimistische sfeer.

Tegelijkertijd is de opdracht voor de politiek groot. 

Nederland verlangt naar richting, naar hoop en naar houvast. De samenleving verlangt naar een andere politiek. 1/3 ";1;2025-09-06T13:36:50.000Z
"Welke politiek helpt Nederland weer vooruit?

Het is tijd om orde op zaken te stellen, met doordachte plannen en de wil om er samen uit te komen.

Want het kan echt anders. ";1;2025-09-06T10:35:00.000Z
Alleen met werkbare en zorgvuldige wetgeving kunnen we de verantwoordelijkheid nemen voor meer grip op migratie. 7/7;1;2025-08-29T09:32:06.000Z
Het CDA gaat er vanuit dat er nu zo snel mogelijk een wijzigingsvoorstel wordt ingediend waardoor de asielnoodmaatregelenwet alsnog kan worden aangenomen door de Tweede en Eerste Kamer. 6/7;1;2025-08-29T09:32:05.000Z
Ook wijst de RvS er terecht op dat wetgeving en amendering vooraf getoetst moeten worden en niet pas achteraf. 5/7;1;2025-08-29T09:32:04.000Z
Waar andere partijen toch voor de wet stemde omdat ze hoopten dat het zou meevallen, maakt het Advies van de Raad van State vandaag duidelijk dat hulp wel degelijk strafbaar wordt. 4/7;0;2025-08-29T09:32:04.000Z
Deze wijziging maakte hulp aan illegalen door bijvoorbeeld medewerkers van het Leger des Heils strafbaar. Dat was en is voor het CDA principieel onacceptabel. 3/7;0;2025-08-29T09:32:03.000Z
"Het CDA is voorstander van het beperken van migratie en dus ook van asielmigratie. 

Toch hebben we helaas voor de zomer tegen de asielnoodmaatregelenwet moeten stemmen omdat de wet op het laatste moment werd gewijzigd. 2/7";0;2025-08-29T09:32:02.000Z
Wetgeving moet altijd degelijk en zorgvuldig tot stand komen. Helaas was dat bij de asielnoodmaatregelenwet niet het geval. 1/7;0;2025-08-29T09:32:01.000Z
"En als je het boek alvast wil reserveren, dan kan dat bij mijn favoriete boekhandel:

";1;2025-08-28T11:18:08.000Z
"""Schrijf maar een boek"", zeiden ze als ik weer met een verhaal aankwam. Daar heb ik de afgelopen tijd hard aan gewerkt. Vanaf 22 september in de boekhandel.

Een boek waarin ik mijn visie op onze samenleving geef en een weg vooruit schets. Want het kan echt anders. ";1;2025-08-28T11:18:07.000Z
"@NielsHonkoop @StraatmanJeltje Je hebt nog twee maanden om aan het idee te wennen, Niels :) 
Maar van harte welkom bij het CDA.";1;2025-08-27T09:43:33.000Z
"Met onze concept kandidatenlijst brengen wij mensen samen die midden in de samenleving staan en eerder hebben laten zien wat samenwerken en verantwoordelijkheid nemen betekent. 

Ik kijk ernaar uit om met dit team aan de slag te gaan! 👊 ";1;2025-08-26T16:17:10.000Z
"Met deze keuzes bouwen we aan een fatsoenlijk land. De meeste mensen zijn van goede wil. We zorgen voor elkaar, werken hard en denken ook  aan een ander. 

Voor deze mensen willen wij dat de politiek weer doet wat nodig is.

Want het kan echt anders. 
➡ ";1;2025-08-25T13:13:40.000Z
Tenslotte kiezen we voor een betrokken samenleving met een stevige agenda om onze  waarden en normen nieuw gewicht te geven. Meer ruimte en minder regels voor verenigingen, vrijwilligers en mantelzorgers. Met de dienstplicht en inburgering doet iedereen mee. 4/5;1;2025-08-25T13:13:39.000Z
"Ten tweede investeren we in een toekomstgerichte economie. Ondernemen moet weer leuk zijn en beloond worden. Daarom investeren we in innovatie, onderzoek, onze regio’s en een leven lang leren. 

Zo bouwen we aan een eerlijke en sterke economie voor een welvarend land. 3/5";1;2025-08-25T13:13:39.000Z
"Allereest moet de politiek orde op zaken stellen. We moeten focussen op wat écht telt: betaalbare huizen, veilige buurten, goede zorg, investeren in defensie en werkbare migratiewetten.

De overheid kan niet alles oplossen, maar wat ze doet, moet ze goed doen. 2/5";0;2025-08-25T13:13:38.000Z
"Vandaag presenteren wij onze keuzes voor een fatsoenlijk land. In ons verkiezingsprogramma zijn wij eerlijk over wat moet en hoopvol over wat kan. Zo krijgen we Nederland weer in beweging. 

In het programma staan 3 keuzes centraal. ⤵ 1/5 ";1;2025-08-25T13:13:36.000Z
Maar dat vraagt dan wel om  verantwoordelijkheidsbesef van alle betrokken partijen. Helaas moeten we constateren dat het hieraan wederom ontbreekt, met opnieuw chaos tot gevolg. Volgende week debat voor meer duidelijkheid. 2/2;0;2025-08-22T20:24:33.000Z
Opnieuw is het chaos in het landsbestuur. In deze onrustige tijden heeft Nederland een kabinet nodig dat weet samen te werken, juist ook als een kabinet al demissionair is. 1/2;0;2025-08-22T20:24:32.000Z
"Daarnaast is een staakt-het-vuren nodig, moeten gijzelaars worden vrijgelaten en Hamas-terroristen ontwapend. Europese landen moeten samen optrekken met andere landen om snel humanitaire hulp in Gaza te krijgen.
3/3";1;2025-07-29T14:15:20.000Z
"De catastrofale situatie vraagt om meer. Europa zal gezamenlijk, of anders in een groep van gelijkgestemde landen, de regering van Israël moeten dwingen allereerst genoeg voedsel en medicijnen toe te laten tot Gaza. 
2/3";0;2025-07-29T14:15:19.000Z
"De situatie in Gaza is inderdaad onverdraaglijk en onverdedigbaar. De maatregelen waar we als CDA de afgelopen maanden voor hebben gepleit en die het kabinet nu neemt, steunen we. Maar het is een eerste stap. 
1/3";1;2025-07-29T14:15:19.000Z
@GerjaKoldenhof @ThymenArensman het zal de leeftijd zijn;1;2025-07-20T07:14:43.000Z
Schitterende prestatie, @ThymenArensman! Genoten! 🥇 ;1;2025-07-19T15:17:29.000Z
"Mooi interview met oud-ASML-topman Wennink.

""We moeten stoppen met polariseren en beginnen met bouwen.""

""Er zijn grote maatschappelijke transities – digitaal, klimaat, zorg – en die vragen samenwerking, niet strijd.""

";1;2025-07-06T11:56:22.000Z
"@HumbertoRTL Op mijn LinkedInprofiel heb ik mijn oproep verder toegelicht:

";1;2025-07-05T12:41:12.000Z
@Shari_vdH @mirjambikker Nee, een novelle wordt vaak door de EK gevraagd, maar dat hoeft dus niet: het is al vaker voorgekomen dat een kabinet uit eigen beweging een novelle maakt en naar de EK stuurt.;1;2025-07-05T09:58:21.000Z
Bij @HumbertoRTL heb ik het kabinet opgeroepen om snel met een novelle (reparatie van de wet) te komen. Daarvoor hoeven we niet te wachten op het advies van de Raad van State. Het kabinet kan dat zelf doen. Voor CDA steun in de Eerste Kamer is reparatie van de wet geboden. ;0;2025-07-05T08:36:36.000Z
Geen zorgen: ik ben fan van ons Koningshuis 🍊😉 ;1;2025-07-03T08:07:25.000Z
"Lees hier onze volledige toelichting:

";1;2025-07-02T09:17:24.000Z
Een streng asielbeleid vraagt om compromissen en wetten die werken. Veel partijen hebben zich opnieuw laten gijzelen door de PVV en steun gegeven aan de strafbaarstelling illegaliteit, een straf op medemenselijkheid. Daarom trekken wij de steun voor de Asielnoodmaatregelenwet in.;0;2025-07-02T09:17:24.000Z
@hanstimmers Dank en welkom!;1;2025-06-28T12:14:02.000Z
"Het CDA houdt vast aan de ingeslagen koers: 

constructief, op de inhoud, fatsoenlijk. 

Of het nou over migratie, economie of wonen gaat.

We moeten terug naar normale politiek.

Steun ons en word lid!

➡️ ";0;2025-06-27T14:23:43.000Z
Gisteren is een motie van het CDA aangenomen om de nationale CO2-heffing te schrappen. Waarom deze motie? Korte uitleg: ;0;2025-06-26T07:00:36.000Z
Ontzettend trots dat Hanke weer terug is op haar post bij Defensie en daarmee bijdraagt aan de veiligheid van Nederland. (En ja, ik heb laatste zin in de krant gelezen: staat genoteerd. 😉) ;1;2025-06-26T06:36:28.000Z
"Fijn dat de VVD nu ook de CO2-heffing wil schrappen. Daarmee een meerderheid in zicht. Blij mee. Het is een eerste stapje om de Nederlandse industrie meer lucht te geven. We moeten de industrie verduurzamen, maar op een verstandige manier.
";1;2025-06-24T18:19:27.000Z
De industrie in Nederland heeft het op dit moment zwaar door te grote verschillen in kosten met omliggende landen. Partijen die het bedrijfsleven, de arbeider en/of het klimaat een warm hart toedragen, steunen deze motie, toch?;1;2025-06-23T20:35:56.000Z
De industrie betaalt voor haar CO2-uitstoot via het EU Emissiehandelssysteem. Een extra Nederlandse heffing zorgt vooral voor verplaatsing van emissies, niet voor verduurzaming. Ik ben groot voorstander van verstandige groene industriepolitiek. De CO2-heffing past daar niet bij.;0;2025-06-23T20:35:55.000Z
"Deze week stemt de Kamer over een motie van het CDA waarin we het kabinet verzoeken de nationale CO2-heffing af te schaffen.

Deze heffing zorgt namelijk niet voor meer CO2-reductie in Europa, maar wel voor een oneerlijk speelveld voor de Nederlandse industrie. ";0;2025-06-23T20:35:55.000Z
@HereJodie @gl_pvda heb je het stuk gelezen tot het einde?;0;2025-06-23T18:09:38.000Z
"Hierbij onze reactie op de ontwikkelingen in het Midden-Oosten. ⤵️
";1;2025-06-23T17:50:39.000Z
Inderdaad goed nieuws. ;1;2025-06-18T15:29:48.000Z
Eline, bedankt voor alles wat je gedaan hebt. In het bijzonder voor je inspanningen in het Groninger gasdossier en je harde werk om boeren, tuinders en vissers het perspectief te bieden waar zij zo naar snakken. Respect voor je keuze. Ik wens je alle goeds. 2/2;1;2025-06-18T14:23:54.000Z
Een volksvertegenwoordiger pur sang die met haar Noordelijke nuchterheid direct indruk maakte in het vaak hectische Den Haag. 1/2 ;1;2025-06-18T14:23:53.000Z
"Opnieuw slecht nieuws uit de industrie. Nederland prijst zich uit de markt. Daarom zal collega Inge @i_dijk vandaag bij de behandeling van de Voorjaarsnota (opnieuw) een motie indienen om de nationale CO2-heffing te schrappen.
";0;2025-06-18T07:45:17.000Z
Investeren in defensie betekent dat we onze vrije samenleving en democratische rechtsstaat kunnen verdedigen. Daarom steunt het CDA de inzet van het kabinet om de defensie-uitgaven te verhogen naar de 3,5% + 1,5% van het BBP. ;1;2025-06-17T19:53:30.000Z
@mkeulemans Dank 🙏;1;2025-06-08T16:01:46.000Z
@JanHenk010 @cdavandaag Welkom terug!!;1;2025-06-08T15:59:42.000Z
Gisteravond in het mooie Overijssel de informele aftrap van onze campagne 💪 ;1;2025-06-07T10:31:50.000Z
@margreetbosma1 was leuk jullie gesproken te hebben!;1;2025-06-07T08:59:58.000Z
@WimBerkelaar Eens, dat was ongelukkig geformuleerd. Dat doet Barth absoluut geen recht.;0;2025-06-07T08:57:23.000Z
"Een Zeeuw voor de Zeeuwen. 
Van harte @hugodejonge en succes! ";1;2025-06-06T08:01:22.000Z
"Deze avond ben ik voorgedragen als lijsttrekker. Een grote eer, maar vooral een bijzondere opdracht.

Het is tijd voor het fatsoenlijke alternatief. Doe jij mee? ";1;2025-06-05T18:56:53.000Z
Mooi nieuws! ;1;2025-06-05T08:16:13.000Z
@annefleurdd 🙏🙏🙏;1;2025-06-04T12:56:30.000Z
M'n inbreng bij het debat over de val van het kabinet vandaag: ;0;2025-06-04T12:40:43.000Z
Gisteravond voor het eerst bij #VandaagInside. Met de vraag of Johan een beetje wil opletten... ;1;2025-06-04T05:47:28.000Z
Onze reactie: ;0;2025-06-03T07:46:57.000Z
"In de podcast 'Zolang het leuk is' had ik een mooi gesprek met Wilfred Genee. We hielden het bijna 2 uur vol :)
";1;2025-06-03T06:24:55.000Z
@Gerard1945X Gaaf!;1;2025-05-31T11:48:14.000Z
Heerlijke dag. Samen rondje stad gefietst, drankje gedronken op de SS Rotterdam. ;1;2025-05-30T16:17:55.000Z
De huurbevriezing is een ondoordacht en onverstandig plan. Het is geen fatsoenlijk bestuur. De gevolgen zijn: minder nieuwbouwwoningen, minder sociale huurwoningen die geïsoleerd (= lagere energierekening) worden. ;0;2025-05-28T20:33:50.000Z
"En intussen krijgt de Nederlandse industrie klap na klap te verduren.
";0;2025-05-28T13:55:18.000Z
Gisteravond reageerde ik bij Eva op de nieuwe afleidingsmanoeuvre van Wilders. ;0;2025-05-28T08:54:15.000Z
Goed boekje van @TimothyDSnyder met 20 lessen hoe je je kunt verweren tegen het verval van een democratie naar een autocratie. Leestip! ;1;2025-05-24T17:45:55.000Z
"Een fijn weekend allen!
";1;2025-05-23T16:48:44.000Z
