Posts;Labels
"Verschrikkelijk wat er in Nunspeet is gebeurd. 

Mijn gedachten zijn bij de slachtoffers, hun naasten en de hulpdiensten. ";1
"Verschrikkelijke aanslag op een Joods festival in Sydney. 

Bestrijding van antisemitisme, haat en geweld is een wereldwijde opdracht.

Mijn gedachten gaan uit naar de slachtoffers en hun naasten. ";0
"Grote keuzes zijn nodig zodat gewone mensen weer vooruit komen. Daarvoor moeten we fors investeren, maar dat mag niet ten koste gaan van werknemers. 

Daarom heeft Nederland snel een kabinet nodig dat zekerheid biedt, niet een permanente formatie en permanente onzekerheid. ";1
"Kiezen voor een minderheidskabinet betekent ook heel duidelijk kiezen voor onzekerheid. Een heel slecht idee.

Mensen hebben behoefte aan duidelijkheid, stabiliteit en keuzes, niet permanente politieke twijfel. Vanuit de Kamer zullen wij ons voor die mensen keihard inzetten. ";0
De blokkadepolitiek van de VVD wordt beloond. Mensen die voor verandering hebben gestemd worden belazerd met wéér een riskant experiment. Wij blijven knokken voor iedereen die een groener, socialer en progressiever Nederland wil.;0
"Goed dat D66 en CDA inhoudelijk bruggen proberen te slaan tussen partijen. Het is nog niet sociaal en groen genoeg, maar we zien voldoende aanknopingspunten voor inhoudelijke onderhandelingen over een meerderheidskabinet. 

Zodat er echt iets gaat veranderen voor gewone mensen.";1
"Juist nu de Oekraïners opnieuw zware tijden doormaken moeten we ze blijven steunen.

Goed dat ons voorstel is aangenomen om 2 miljard extra uit te trekken voor de Oekraïense defensie.";1
"Klimaatrechtvaardigheid betekent: ervoor zorgen dat de superrijken die vliegen in privéjets betalen voor hun vervuiling.

Dat gaan we nu fixen. Het voorstel van collega @LucStultiens om privévluchten eerlijker te belasten is aangenomen!

";1
"In een tijd dat historische bondgenoten zoals de VS hun steun in twijfel trekken, is het essentieel dat Nederland een stap vooruit zet en laat zien dat wij pal voor de vrijheid en onafhankelijkheid van Oekraïne staan.
Wij laten Oekraïne niet vallen.";1
"Oekraïne vecht niet alleen voor haar eigen vrijheid, maar voor de vrijheid van ons allemaal. En Oekraïne heeft daarom onze steun nodig. Nu, maar ook volgend jaar.
Daarom dienen wij een motie in om ervoor te zorgen dat Oekraïne zich kan blijven verdedigen tegen Russische agressie. ";1
Van harte gefeliciteerd @ThomvCampen! De Tweede Kamer krijgt met jou een uitstekende nieuwe voorzitter. Heel veel succes, alle vertrouwen!;1
"Groningen voelde vannacht opnieuw de gevolgen van de gaswinning. Van de problemen die ontstaan als fossiele winsten boven bewoners gaan. De gaswinning is gestopt maar de ellende, de schade, onveiligheid en onzekerheid, zijn helaas nog lang niet over.

";0
"Vandaag is de nieuwe fractie geïnstalleerd.

Met deze 20 personen gaan we aan de slag om Nederland vooruit te brengen. Wij blijven strijden voor solidariteit, medemenselijkheid en oplossingen die écht werken.

Dit is een nieuw begin. Vol energie en ambitie. Ik heb er zin in! ";1
Verstandig advies van de verkenner om D66 en CDA nu het voortouw te laten nemen in de formatie. Ons land verdient snel een daadkrachtig bestuur. Ik vertrouw erop dat het Jetten en Bontenbal lukt inhoudelijk een goede stap vooruit te zetten.;1
"Soms betekent leiderschap een stap opzij doen en soms is leiderschap juist een stap naar voren zetten.

Vandaag zet ik die stap naar voren.

Dat doe ik met volle overtuiging, want we staan voor een grote opdracht. 

En wij zijn klaar om die met beide handen aan te pakken. ";1
"Frans, het was een voorrecht om met je te mogen samenwerken. 

Hoe jij van onze twee partijen één beweging hebt gemaakt, is van onschatbare waarde geweest. 

Daarvoor zijn we je intens dankbaar. 

We gaan je missen.";1
"Ik heb gestemd! Jij ook? 🗳️ 

Je stemrecht is een groot goed, maak er gebruik van vandaag. Stem met je hart, op een partij die past bij je idealen. 

En gratis stemadvies: wil jij een links en progressief kabinet? Stem GroenLinks-PvdA! Samen worden we de grootste. Samen vooruit! ";1
We gaan nek-aan-nek, maar hebben de PVV bijna ingehaald. Het is mogelijk: voor het eerst in 25 jaar een linkse premier en een progressief kabinet. Maak GroenLinks-PvdA morgen de grootste! ;1
"We staan op het punt om de PVV te verslaan. Winst is binnen handbereik. Het is ontzettend spannend. 

En één ding is zeker: een stem op GroenLinks-PvdA is de enige garantie op een links en progressief kabinet. ";1
"De man die zijn partij met ijzeren hand regeert was hier niet van op de hoogte?

Kom op, als je voor de democratie staat, treed je op tegen deze twee Kamerleden en volgen er sancties. 

Trek een grens. ";0
"Het debat van vanavond maakt opnieuw duidelijk: rechts is het snel eens over hogere huren, bezuinigen op de zorg en de rijken ontzien.

De keuze is helder: rechts kluitjesvoetbal of de enige garantie op een écht links, progressief kabinet: GroenLinks-PvdA.";1
"Het verschil met de PVV wordt steeds kleiner.

GroenLinks-PvdA heeft de beste uitgangspositie om Wilders te verslaan en de grootste partij van Nederland te worden. ";1
"Verkiezingsthema of niet, klimaatverandering trekt zich daar helemaal niks van aan. We moeten ons blijven uitspreken voor een groene toekomst.

Zondag is de klimaatmars. Doe mee en laat je horen: ";1
"Stevig clashen hoort erbij.

Maar laten we het wel bij de waarheid houden. Jetten en Yesilgöz zijn in dit debat niet eerlijk over hun bezuinigingen op de zorg. 

Dat is kwalijk. Juist nu het vertrouwen in de politiek lager is dan ooit mag je van politici beter verwachten.";0
"“Dit is geen moment voor verdeeldheid.

Dit is het moment om alle progressieve en linkse krachten te verenigen.”

Lees hier mijn Thijs Wöltgens lezing terug: 

";1
"Dat is dan duidelijk: het CDA gaat over rechts als het de kans krijgt.

Een stem op GroenLinks-PvdA is de enige garantie op een zo links en progressief mogelijk kabinet.

";1
"Gescheld. Gedreig. Antisemitische leuzen. Intimidatie. 

Walgelijk en totaal onacceptabel gedrag dat geen enkele plek heeft in onze democratie.

";0
"Deze walgelijke extreemrechtse spreekkoren zijn niet alleen een directe bedreiging voor de veiligheid van onze politiek leider, maar ook een poging om de sociale meerderheid in ons land het zwijgen op te leggen. 

Dat laten we nooit gebeuren. Wij staan op tegen haat. ";0
"Hier schrik ik van: rechtse partijen willen akelig hard bezuinigen op de zorg. 

De kosten zijn voor mensen al hoog genoeg. Met dit soort plannen wordt het alleen nog maar erger. Enorm onverstandig.

";0
"En waarom zijn al die producten zo duur? Mede omdat supermarkten in Nederland geen producten mogen verkopen met een buitenlands etiket.

Bizar. Daarom komen we met een nieuwe Boodschappenwet voor eerlijke prijzen en betaalbare boodschappen.

";0
"Boodschappen zijn hartstikke duur geworden.

Dat komt o.a. omdat producenten in Nederland hogere prijzen vragen dan in landen om ons heen. 

Hoog tijd dat de politiek ingrijpt. Daarom komen we met een nieuwe wet om boodschappen weer betaalbaar te maken.

";0
Dit zijn geen onschuldige opmerkingen. Dit is een doelbewust poging van partijen als BBB en PVV om sluipenderwijs de democratische spelregels en grondrechten te ondermijnen. Sta je op en laat je je horen? Of kijk je weg als het mis gaat? Dát is waar deze verkiezingen over gaan. ;0
"Vandaag heeft de politiek écht een verschil gemaakt. 

Na stevige strijd is het ons gelukt om de buffelboete van tafel te krijgen. 

We voorkomen dat winkelmedewerkers, schoonmakers, zorgmedewerkers en anderen met een laag inkomen er honderden euro’s op achteruit gaan. ";1
"En wéér is het leven duurder geworden. Steeds meer mensen hebben moeite om rond te komen. De politiek kan dit niet op z’n beloop laten.

";0
"Minister Keijzer neemt stilletjes  maatregelen voor hogere huren. Gesteund door VVD en CDA.

Asociaal en onverantwoord. Morgen ga ik namens GroenLinks-PvdA een voorstel indienen om dit tegen te houden.

";0
"Heel veel mensen met een baan werken hard, maar komen toch niet rond. Nu willen VVD en BBB dat zij nog meer belasting gaan betalen. Asociaal en onrechtvaardig. Daarom stellen we met NSC voor om dit direct terug te draaien.

";0
"Afgescheurde posters. Hakenkruizen. “PVV” er in dikke verfletters bij.

Anti-democratisch vandalisme dat we in dit klimaat van ophitsing niet mogen wegwuiven als incident. Dit is totaal onacceptabel.

";0
"Terwijl rechts zich afvraagt of we extreemrechts geweld wel ‘politiek moeten maken’, blijven de prijzen van de boodschappen keihard stijgen. Dit kabinet deed niets. Het leven moet betaalbaarder worden. Prioriteit voor een volgende regering.

";0
"Terwijl rechts de samenleving ophitst werken wij aan oplossingen. 

Gebouwen moeten niet leegstaan: daar moeten mensen in wonen. 

Dankzij @LucStultiens komt er een eind aan dit perverse verdienmodel van speculanten.

";1
"Belangrijk stembusakkoord: 5 centrum-linkse partijen committeren zich aan daadkrachtig klimaatbeleid. CDA schittert door afwezigheid. 

Onthou op 29 oktober welke partijen de kant van vervuilende bedrijven kiezen en welke partijen gaan voor groen. ";1
"Dit is geen tijd om te blijven hangen in verbijstering. We moeten pal staan voor onze democratie.

Lees hier mijn gedachten over het politieke geweld van gisteren:

";0
"De prijzen in de supermarkt zijn hard gestegen en de verschillen met het buitenland soms niet uit te leggen. Heel goed dat er grondig onderzoek komt.
Terwijl CDA boodschappen duurder wil maken met een btw-verhoging gaan wij door met initiatieven om het leven betaalbaar te houden. ";1
"Met deze begroting kunnen de klimaatdoelen bij het oud vuil en leveren mensen met kleine inkomens honderden euro’s in.

De begroting dan niet willen aanpassen, is doelbewust kiezen voor stilstand en achteruitgang.

Dáár gaan deze verkiezingen over.

";0
"Terwijl politiek Den Haag vandaag in de schouwburg naar de troonrede gaat luisteren, intensiveert Israël een paar duizend kilometer verder haar genocide met de volle steun van de grootste partij van ons land.

";0
"Deze stilstand is het logische gevolg van het experiment met de PVV, mogelijk gemaakt door de VVD. Er moet heel snel verandering komen. Als we niet oppassen wordt ook 2026 een verloren jaar. Dus werk aan de winkel.

";0
Onze militairen riskeren hun leven in Polen om ons te beschermen.En wat doet Geert Wilders? Hij zwijgt. Geen steun voor onze bondgenoten of onze mensen daar. Dat is niet alleen laf, dat is gevaarlijk. Nationale veiligheid moet altijd vóór partijpolitiek gaan. ;0
"Twee op de drie Nederlanders wil dat we zo snel mogelijk van koers wijzigen. Een overgrote meerderheid wil dat we veel meer doen om de genocide in Gaza te stoppen.

Duidelijker wordt het niet. Het kabinetsbeleid is totaal onhoudbaar en moet veranderen.

";0
Opnieuw een massale aanval op woonwijken in Oekraïne. Poetin wil geen vrede, hij wil het land op de knieën dwingen. We moeten het blijven herhalen: de strijd voor vrijheid van Oekraïne is ook onze strijd. We blijven Oekraïne steunen! ;0
"Vergis je niet: dit zijn de puinhopen van rechts. Laat je niets anders wijsmaken, hoe vaak ze straks ook zullen wijzen naar anderen.

Dit mag ons land nooit meer overkomen.

Maar dan moet het roer wel om. Dan moeten we 29 oktober kiezen voor een nieuwe start voor Nederland.
(3/3)";0
"Vanaf het begin zijn we getuige geweest van politieke stilstand. Geen probleem is opgelost. En ondertussen werd er gezaagd aan de stoelpoten van de rechtstaat.

Zelfs demissionair krijgt dit kabinet het nog voor elkaar ons de zoveelste Haagse crisis in te sleuren.
(2/3)";0
"Wat een puinhoop hebben ze ervan gemaakt.

Zelfs over minimale maatregelen tegen de Israëlische regering om de genocide in Gaza te stoppen kon dit demissionaire kabinet geen overeenstemming bereiken. Terwijl dat allang had moeten gebeuren.
(1/3) ";0
Met dit programma gaat de VVD met de sloopkogel door onze verzorgingsstaat. Dat wat we moeten beschermen, wordt wegbezuinigd, weggesnoeid of beboet. Gewone mensen betalen de prijs voor de plannen van de VVD. Treurig, maar waar. ;0
"Ongelooflijk dat er geen meerderheid is voor een debat over Gaza, terwijl er mensen met opzet worden verhongerd. 

Van de VVD niet eens een reactie op ons verzoek. 

Mensen in Gaza hebben nu hulp nodig. Deze genocide moet stoppen. 

Dus wij geven niet op.

";0
"Dit is een baanbrekende uitspraak.

Toch is het bizar dat zo’n uitspraak nodig is. We weten allang wat ons te doen staat. Laat dit een wake-up call zijn voor al die politici die jarenlang hun kop in het zand staken. 

Het is nu tijd voor actie! ";1
"De genocide in gaza is live te volgen en de internationale gemeenschap kijkt weg. Het leed in Gaza is ondraaglijk. 

Mijn collega @KatiPiri heeft daarom een spoeddebat aangevraagd. Nederland moet het voortouw nemen en de Europese Raad bij elkaar roepen. Tijd voor sancties. Nu.";0
"Hoe kan Europa het nog met droge ogen hebben over het beschermen van de mensenrechten? Wat betekent dat nog? Ik moet eerlijk zeggen dat ik het niet meer kan bevatten.

Nu Europa niks wil doen moet Nederland snel nationale sancties inzetten tegen de Israëlische regering. ";0
"Surprise, surprise…

";1
"Op de puinhopen van Rafah mensen gevangen zetten. Het is niet te bevatten. 

Dit plan is een nieuw dieptepunt in de etnische zuivering van Gaza door Israël. Internationale organisaties moeten zich hier niet voor laten gebruiken. 

Dit mag niet gebeuren.

";0
"Hoe zit het met de medemenselijkheid in Nederland?

Lees hier mijn reflectie op vorige week, toen een meerderheid van de Kamer instemde met een wetswijziging die regelt dat mensen zonder verblijfsvergunning strafbaar zijn. En de mensen die hen helpen ook: ";0
En dit moet me ook van het hart: deze wetten zijn er gekomen door mensen die allerlei excuses hebben gezocht om het voor zichzelf recht te kunnen praten. Maar als je dit echt vindt, ga er dan in hemelsnaam ook gewoon voor staan, in plaats van je in allerlei bochten te wringen.;1
"Gisteravond koos een meerderheid in de Kamer voor haat boven hoop, voor lelijke politiek boven beschaving en medemenselijkheid. Een beschamend dieptepunt.

Dit mogen we nooit normaal gaan vinden. Dus blijf je uitspreken. Blijf je hiertegen verzetten. Wij zijn met meer.";0
"Totaal onacceptabel. Dit raakt aan de kern van onze democratie: of we op een normale manier van mening kunnen verschillen. Hier gebeurt door toedoen van een volksvertegenwoordiger het tegendeel. 

@DilanYesilgoz, neem je verantwoordelijkheid, de-escaleer en bied je excuses aan. ";0
