Posts;Labels;date_created
"Ga stemmen woensdag. Kies voor groen en sociaal. Voor betaalbare huizen en leefbare buurten. Samen geven wij een progressief antwoord op de rechtse agenda vanuit Den Haag.

Wij zetten de laatste dagen nog alles op alles. De eindsprint is ingezet! 🏁 2/2 ";1;2026-03-15T17:22:17.000Z
"In Arnhem voor de laatste get-together voordat we woensdag gaan stemmen bij de gemeenteraadsverkiezingen! 🗳️

Op heel veel plekken is het ontzettend spannend. We kunnen de grootste worden! 1/2 ";1;2026-03-15T17:22:15.000Z
Dit kabinet legt de rekening bij gewone mensen. Wij laten grote vermogens en bedrijven eerlijk bijdragen. Stem 18 maart GroenLinks-PvdA. ;1;2026-03-15T13:18:26.000Z
Mensen wilden progressieve verandering, maar kregen een VVD-coalitieakkoord met bezuinigingen in plaats van oplossingen voor de betaalbaarheid van het leven, zoals de energieprijzen.;0;2026-03-15T13:18:07.000Z
Vannacht weer een aardbeving. De gevolgen van de gaswinning zorgen ook in Drenthe dat de aarde beeft en mensen ‘s nachts wakker schrikken. Onbegrijpelijk dat er partijen zijn die de veiligheid van het Noorden op het spel willen zetten door de gaswinning weer op te schroeven. ;0;2026-03-14T08:33:24.000Z
"Dit is niet een gerichte aanslag op een gebouw, maar op de veiligheid van de hele Joodse gemeenschap. 

Antisemitisme is onaceptabel! 

We stellen vragen aan de minister van Justitie om ervoor te zorgen dat de beveiliging van Joodse instellingen en personen op orde is. ";0;2026-03-14T07:36:01.000Z
"Vandaag werd ik flink ondervraagd op mijn oude middelbare school in Breda. 

Een kleine school, waar iedereen elkaar kent. En zo voelt het eigenlijk nog steeds! Fantastisch om hier weer even te zijn en met de leerlingen te spreken.
";1;2026-03-13T18:25:28.000Z
"Wat bezielt je als je midden in de nacht van Tilburg naar Rotterdam rijdt om brand te stichten bij een synagoge.

Opstaan tegen antisemitisme is nog iedere dag hard nodig. Goed dat de vermoedelijke daders snel opgepakt zijn.
";0;2026-03-13T12:55:14.000Z
"Terwijl de prijzen aan de pomp enorm stijgen voor gewone mensen, zijn de allerrijksten druk bezig met de winsten in eigen zak te steken. Totaal het verkeerde signaal. Een verantwoordelijk bedrijft trekt dit voorstel in.
";0;2026-03-13T12:09:28.000Z
P.s. wat écht werkt op lange termijn? Onze afhankelijkheid van olie en gas afbouwen en sneller verduurzamen!;1;2026-03-10T12:07:15.000Z
"De energieprijzen stijgen hard, terwijl het leven al duur is. Bedrijven als Shell verdienen er grof geld aan. Gewone mensen betalen.

De afwachtende houding van het kabinet is niet uit te leggen. Kom in actie, bereid maatregelen voor om mensen te beschermen tegen absurde prijzen.";0;2026-03-10T12:07:14.000Z
"Geef bij de gemeenteraadsverkiezingen een duidelijk progressief antwoord op de ruk naar rechts vanuit Den Haag.

Ga de straat op. Ga in gesprek. Overtuig mensen van onze plannen om Nederland vooruit te helpen. Dan kiezen onze steden en dorpen op 18 maart progressief. ";1;2026-03-09T15:58:54.000Z
"De man met het grootste sociale hart van Nederland wordt voorzitter van de grootste vakbond. Dat is uitstekend nieuws! Van harte Hans. Ik kijk uit naar de samenwerking. Er is veel werk te doen.

";1;2026-03-09T09:56:35.000Z
"Sterk interview met @LodewijkA. Samen onderhandelden wij in 2019 over het pensioenakkoord.

Ook hij zegt kraakhelder: het kabinet heeft een fout gemaakt. De geplande verhoging van de AOW-leeftijd moet naar de prullenbak.

";1;2026-03-08T11:14:14.000Z
Yes! Ons voorstel om in 2026 weer €7 miljoen vrij te maken voor wijkgerichte vaccinatieaanpak krijgt steun. In grote steden is de vaccinatiegraad al jaren heel laag, maar de wijkgerichte aanpak maakt écht verschil. Gelukkig kan dit nu worden doorgezet! 🙏 ;1;2026-03-05T17:10:56.000Z
"Dit plan is maandag al door de vakbonden afgewezen. Het kabinet maakt weer een inschattingsfout door gewoon vast te houden aan miljardenbezuinigingen op de AOW. 

Er is maar één juiste route: het plan moet van tafel.

";0;2026-03-05T15:53:05.000Z
"Het kabinet zet haar plannen om de AOW-leeftijd te verhogen stug door. Daarmee blijft het toondoof voor de zorgen van gewone mensen. Groot gelijk dat de vakbonden weer een duidelijk signaal geven. Het kabinet is aan zet. Dit plan moet van tafel.

";0;2026-03-02T16:30:20.000Z
De aanval van de VS en Israël druist in tegen het internationaal recht en riskeert een oorlog in de regio. Onze inzet moet gericht zijn op diplomatie, de-escalatie en de bescherming van onschuldige burgers. 2/2;0;2026-02-28T14:20:52.000Z
De escalatie in het Midden-Oosten is zeer zorgwekkend. Het Iraanse regime is moorddadig en verwerpelijk. 1/2;0;2026-02-28T14:20:51.000Z
"Voor ons is de belangrijkste vraag: is dit eerlijk?

Dit is het verhaal van Auke en wat de miljardenbezuinigingen van het kabinet voor hem betekenen. Leg mij maar uit: is dit eerlijk?

#regeringsverklaring ";0;2026-02-26T15:11:53.000Z
"Dit plan moet van tafel.

";0;2026-02-26T09:15:54.000Z
"Dit minderheidskabinet is van plan de belastingen te verhogen voor gewone mensen, terwijl van de rijkste mensen en grote bedrijven niks wordt gevraagd. Dat is oneerlijk. Het schaadt het vertrouwen van al die mensen die ons land draaiende houden.

#regeringsverklaring ";0;2026-02-25T15:16:18.000Z
Vandaag herdenken we de Februaristaking van 1941. Er was veel moed nodig om tijdens de bezetting zo tegen de Jodenvervolging te protesteren. Laat het je inspireren om ook nu op te blijven staan tegen onrecht en te strijden tegen antisemitisme, racisme en vreemdelingenhaat. ;1;2026-02-25T14:13:19.000Z
"Met de verhoging van de AOW-leeftijd, moeten mensen tot na hun 70e werken.

Wat is daar eerlijk aan, als je jong bent begonnen, een loodzwaar beroep hebt en moet werken tot je letterlijk niet meer kunt?

Tijdens het debat over de #regeringsverklaring. ";0;2026-02-25T12:19:26.000Z
"De vakbonden hebben groot gelijk: de verhoging van de AOW-leeftijd moet van tafel. Er is geen enkele steun voor. Niet in het parlement. En niet in de samenleving.

";0;2026-02-24T19:23:42.000Z
"Vier jaar geleden begon Rusland zijn grootschalige agressieoorlog tegen Oekraïne.

Nog elke dag vechten Oekraïeners voor hun vrijheid en daarmee ook voor onze vrijheid. Hun strijd vraagt om onze niet-aflatende steun. Want wie vecht voor vrijheid, mag nooit alleen staan. ";1;2026-02-24T09:54:35.000Z
"De financiële plannen van het kabinet: gewone mensen gaan honderden euro’s meer betalen, terwijl de allerrijksten niets extra’s gevraagd wordt. 

Dat is niet eerlijk en brengt NL niet vooruit. 

Wij nemen de verantwoordelijkheid om deze plannen aan te passen. Dit moet anders.";0;2026-02-20T10:30:13.000Z
"👇

";1;2026-02-09T10:02:48.000Z
"Vandaag is de Partij van de Arbeid 80 jaar geworden!

Ik ben trots op waar we vandaan komen, en vol vertrouwen in wat we samen gaan bouwen. 💚❤️

Lees mijn volledige speech hier terug: ";1;2026-02-08T14:58:03.000Z
"Gewone mensen betalen de rekening van dit regeerakkoord en er vallen harde klappen in de zorg en sociale zekerheid.

Een meerderheid van de Kamer steunde vanavond deze motie: er is geen steun voor het financiële beleid van het toekomstige kabinet. ";0;2026-02-03T22:55:17.000Z
"Wat Nederland nodig heeft is dat de politiek weer gaat werken. Dat vraagt om een fundamentele koerswijziging van het regeerakkoord, want in de plannen die er nu liggen betalen gewone mensen de rekening terwijl de allerrijksten worden ontzien.

In het debat over het regeerakkoord. ";0;2026-02-03T18:18:03.000Z
"Iedereen moet kunnen meedoen in onze samenleving. Als je een beperking hebt, dan wil dat niet zeggen dat je beperkt bent.

Dit akkoord legt de rekening neer bij gewone mensen terwijl superrijken worden ontzien. Dat laten we niet gebeuren. Een fundamentele koerswijziging is nodig. ";0;2026-02-02T07:29:59.000Z
"De plannen die er nu liggen zijn onverantwoorde bezuinigingen die gewone mensen keihard raken.

Wij willen dit land verder vooruit helpen en zullen daarom keihard knokken om te zorgen dat dit akkoord groener en socialer wordt. ";0;2026-02-01T16:42:00.000Z
Onze eerste reactie. ;1;2026-01-30T12:48:30.000Z
"Historische uitspraak!

En een enorme opdracht voor de nieuwe coalitie om samen met de Kamer de klimaataanpak te versnellen.

";1;2026-01-28T14:47:42.000Z
"Heel goed nieuws! We hebben jarenlang gestreden om dit prachtige stukje natuur te behouden. Mooi dat er nu naar een goedkoper en beter alternatief wordt gekeken.

";1;2026-01-27T15:07:19.000Z
"Vandaag worden wereldwijd slachtoffers van de Holocaust herdacht. Opdat wij nooit vergeten. 

Herdenken is voor mij meer dan terugkijken. Het is een opdracht om niet te zwijgen als we onrecht zien, om op te staan en ons uit te spreken.  

Niet alleen vandaag, maar iedere dag.";1;2026-01-25T15:04:27.000Z
"Wij zijn de stem van progressief Nederland. Wij strijden voor groene en sociale vooruitgang. Daarom zetten we vandaag een stap vooruit. Wij gaan de verantwoordelijke oppositie vormen.

Lees hier mijn speech: ";1;2026-01-23T20:31:04.000Z
"Wat gebeurt daar allemaal aan die formatietafel? Waar komt dit opeens vandaan? Wie heeft ervoor gelobbyd dat het allereerste voorstel van de coalitie gaat over bonussen voor banken?

Wij vragen vandaag informateur Lettschert om opheldering over de totstandkoming van dit voorstel.";0;2026-01-20T11:56:35.000Z
"Banken mogen straks hogere bonussen uitdelen. Dat is het allereerste dat de nieuwe coalitie van D66, CDA en VVD regelt. 

Niet meer woningen, geen stikstofwet, geen plan om t leven betaalbaar maken. Nee, ze komen met een wetswijziging die in geen enkel verkiezingsprogramma stond.";0;2026-01-20T11:56:35.000Z
"Dat Trump kiest voor provoceren en chanteren bewijst opnieuw: Europa moet grenzen stellen. Meebewegen en vleierij werken niet. Dit vraagt om een snelle, eensgezinde en krachtige reactie.

";0;2026-01-17T17:58:36.000Z
Wat een aangrijpende beelden van de explosie in Utrecht. Goed dat hulpdiensten en ook vrijwilligers snel ter plekke zijn en het calamiteitenhospitaal klaarstaat om gewonden te helpen. Heel veel sterkte aan hen en iedereen die betrokken is.;1;2026-01-15T17:33:11.000Z
"De illegale aanval van de regering Trump op Venezuela kan grote gevolgen hebben voor de regio, óók voor Aruba, Bonaire en Curaçao. 

Ongeacht Maduro’s beleid schept dit een gevaarlijk precedent. Wij willen vandaag van de regering duidelijkheid over de veiligheid van de eilanden.";0;2026-01-03T12:03:23.000Z
"Heel veel dank aan alle hulpverleners die keihard hebben gewerkt zodat wij veilig 2026 konden inluiden. 

Dat juist zij te maken krijgen met ongekend geweld, is pijnlijk en onacceptabel.

Het is nu tijd voor een nieuwe vuurwerktraditie, die leuk en veilig is voor iédereen. ";1;2026-01-01T10:09:32.000Z
"Verschrikkelijk wat er in Nunspeet is gebeurd. 

Mijn gedachten zijn bij de slachtoffers, hun naasten en de hulpdiensten. ";1;2025-12-22T19:30:31.000Z
"Verschrikkelijke aanslag op een Joods festival in Sydney. 

Bestrijding van antisemitisme, haat en geweld is een wereldwijde opdracht.

Mijn gedachten gaan uit naar de slachtoffers en hun naasten. ";0;2025-12-14T11:25:47.000Z
"Grote keuzes zijn nodig zodat gewone mensen weer vooruit komen. Daarvoor moeten we fors investeren, maar dat mag niet ten koste gaan van werknemers. 

Daarom heeft Nederland snel een kabinet nodig dat zekerheid biedt, niet een permanente formatie en permanente onzekerheid. ";1;2025-12-12T10:18:02.000Z
"Kiezen voor een minderheidskabinet betekent ook heel duidelijk kiezen voor onzekerheid. Een heel slecht idee.

Mensen hebben behoefte aan duidelijkheid, stabiliteit en keuzes, niet permanente politieke twijfel. Vanuit de Kamer zullen wij ons voor die mensen keihard inzetten. ";0;2025-12-10T15:00:15.000Z
De blokkadepolitiek van de VVD wordt beloond. Mensen die voor verandering hebben gestemd worden belazerd met wéér een riskant experiment. Wij blijven knokken voor iedereen die een groener, socialer en progressiever Nederland wil.;0;2025-12-08T11:33:03.000Z
"Goed dat D66 en CDA inhoudelijk bruggen proberen te slaan tussen partijen. Het is nog niet sociaal en groen genoeg, maar we zien voldoende aanknopingspunten voor inhoudelijke onderhandelingen over een meerderheidskabinet. 

Zodat er echt iets gaat veranderen voor gewone mensen.";1;2025-12-02T16:42:47.000Z
"Juist nu de Oekraïners opnieuw zware tijden doormaken moeten we ze blijven steunen.

Goed dat ons voorstel is aangenomen om 2 miljard extra uit te trekken voor de Oekraïense defensie.";1;2025-12-02T15:48:15.000Z
"Klimaatrechtvaardigheid betekent: ervoor zorgen dat de superrijken die vliegen in privéjets betalen voor hun vervuiling.

Dat gaan we nu fixen. Het voorstel van collega @LucStultiens om privévluchten eerlijker te belasten is aangenomen!

";1;2025-11-27T13:28:54.000Z
"In een tijd dat historische bondgenoten zoals de VS hun steun in twijfel trekken, is het essentieel dat Nederland een stap vooruit zet en laat zien dat wij pal voor de vrijheid en onafhankelijkheid van Oekraïne staan.
Wij laten Oekraïne niet vallen.";1;2025-11-26T14:48:49.000Z
"Oekraïne vecht niet alleen voor haar eigen vrijheid, maar voor de vrijheid van ons allemaal. En Oekraïne heeft daarom onze steun nodig. Nu, maar ook volgend jaar.
Daarom dienen wij een motie in om ervoor te zorgen dat Oekraïne zich kan blijven verdedigen tegen Russische agressie. ";1;2025-11-26T14:48:48.000Z
Van harte gefeliciteerd @ThomvCampen! De Tweede Kamer krijgt met jou een uitstekende nieuwe voorzitter. Heel veel succes, alle vertrouwen!;1;2025-11-18T19:03:49.000Z
"Groningen voelde vannacht opnieuw de gevolgen van de gaswinning. Van de problemen die ontstaan als fossiele winsten boven bewoners gaan. De gaswinning is gestopt maar de ellende, de schade, onveiligheid en onzekerheid, zijn helaas nog lang niet over.

";0;2025-11-14T09:51:41.000Z
"Vandaag is de nieuwe fractie geïnstalleerd.

Met deze 20 personen gaan we aan de slag om Nederland vooruit te brengen. Wij blijven strijden voor solidariteit, medemenselijkheid en oplossingen die écht werken.

Dit is een nieuw begin. Vol energie en ambitie. Ik heb er zin in! ";1;2025-11-12T16:12:39.000Z
Verstandig advies van de verkenner om D66 en CDA nu het voortouw te laten nemen in de formatie. Ons land verdient snel een daadkrachtig bestuur. Ik vertrouw erop dat het Jetten en Bontenbal lukt inhoudelijk een goede stap vooruit te zetten.;1;2025-11-11T18:42:33.000Z
"Soms betekent leiderschap een stap opzij doen en soms is leiderschap juist een stap naar voren zetten.

Vandaag zet ik die stap naar voren.

Dat doe ik met volle overtuiging, want we staan voor een grote opdracht. 

En wij zijn klaar om die met beide handen aan te pakken. ";1;2025-11-03T11:17:57.000Z
"Frans, het was een voorrecht om met je te mogen samenwerken. 

Hoe jij van onze twee partijen één beweging hebt gemaakt, is van onschatbare waarde geweest. 

Daarvoor zijn we je intens dankbaar. 

We gaan je missen.";1;2025-10-29T21:45:08.000Z
"Ik heb gestemd! Jij ook? 🗳️ 

Je stemrecht is een groot goed, maak er gebruik van vandaag. Stem met je hart, op een partij die past bij je idealen. 

En gratis stemadvies: wil jij een links en progressief kabinet? Stem GroenLinks-PvdA! Samen worden we de grootste. Samen vooruit! ";1;2025-10-29T09:37:44.000Z
We gaan nek-aan-nek, maar hebben de PVV bijna ingehaald. Het is mogelijk: voor het eerst in 25 jaar een linkse premier en een progressief kabinet. Maak GroenLinks-PvdA morgen de grootste! ;1;2025-10-28T15:24:00.000Z
"We staan op het punt om de PVV te verslaan. Winst is binnen handbereik. Het is ontzettend spannend. 

En één ding is zeker: een stem op GroenLinks-PvdA is de enige garantie op een links en progressief kabinet. ";1;2025-10-28T15:07:25.000Z
"De man die zijn partij met ijzeren hand regeert was hier niet van op de hoogte?

Kom op, als je voor de democratie staat, treed je op tegen deze twee Kamerleden en volgen er sancties. 

Trek een grens. ";0;2025-10-27T09:32:42.000Z
"Het debat van vanavond maakt opnieuw duidelijk: rechts is het snel eens over hogere huren, bezuinigen op de zorg en de rijken ontzien.

De keuze is helder: rechts kluitjesvoetbal of de enige garantie op een écht links, progressief kabinet: GroenLinks-PvdA.";1;2025-10-26T21:55:53.000Z
"Het verschil met de PVV wordt steeds kleiner.

GroenLinks-PvdA heeft de beste uitgangspositie om Wilders te verslaan en de grootste partij van Nederland te worden. ";1;2025-10-25T15:43:02.000Z
"Verkiezingsthema of niet, klimaatverandering trekt zich daar helemaal niks van aan. We moeten ons blijven uitspreken voor een groene toekomst.

Zondag is de klimaatmars. Doe mee en laat je horen: ";1;2025-10-23T11:39:30.000Z
"Stevig clashen hoort erbij.

Maar laten we het wel bij de waarheid houden. Jetten en Yesilgöz zijn in dit debat niet eerlijk over hun bezuinigingen op de zorg. 

Dat is kwalijk. Juist nu het vertrouwen in de politiek lager is dan ooit mag je van politici beter verwachten.";0;2025-10-19T20:26:23.000Z
"“Dit is geen moment voor verdeeldheid.

Dit is het moment om alle progressieve en linkse krachten te verenigen.”

Lees hier mijn Thijs Wöltgens lezing terug: 

";1;2025-10-19T17:40:29.000Z
"Dat is dan duidelijk: het CDA gaat over rechts als het de kans krijgt.

Een stem op GroenLinks-PvdA is de enige garantie op een zo links en progressief mogelijk kabinet.

";1;2025-10-14T16:35:54.000Z
"Gescheld. Gedreig. Antisemitische leuzen. Intimidatie. 

Walgelijk en totaal onacceptabel gedrag dat geen enkele plek heeft in onze democratie.

";0;2025-10-12T17:51:31.000Z
"Deze walgelijke extreemrechtse spreekkoren zijn niet alleen een directe bedreiging voor de veiligheid van onze politiek leider, maar ook een poging om de sociale meerderheid in ons land het zwijgen op te leggen. 

Dat laten we nooit gebeuren. Wij staan op tegen haat. ";0;2025-10-12T16:11:21.000Z
"Hier schrik ik van: rechtse partijen willen akelig hard bezuinigen op de zorg. 

De kosten zijn voor mensen al hoog genoeg. Met dit soort plannen wordt het alleen nog maar erger. Enorm onverstandig.

";0;2025-10-10T11:14:50.000Z
"En waarom zijn al die producten zo duur? Mede omdat supermarkten in Nederland geen producten mogen verkopen met een buitenlands etiket.

Bizar. Daarom komen we met een nieuwe Boodschappenwet voor eerlijke prijzen en betaalbare boodschappen.

";0;2025-10-08T09:33:26.000Z
"Boodschappen zijn hartstikke duur geworden.

Dat komt o.a. omdat producenten in Nederland hogere prijzen vragen dan in landen om ons heen. 

Hoog tijd dat de politiek ingrijpt. Daarom komen we met een nieuwe wet om boodschappen weer betaalbaar te maken.

";0;2025-10-07T16:59:10.000Z
Dit zijn geen onschuldige opmerkingen. Dit is een doelbewust poging van partijen als BBB en PVV om sluipenderwijs de democratische spelregels en grondrechten te ondermijnen. Sta je op en laat je je horen? Of kijk je weg als het mis gaat? Dát is waar deze verkiezingen over gaan. ;0;2025-10-05T12:58:07.000Z
"Vandaag heeft de politiek écht een verschil gemaakt. 

Na stevige strijd is het ons gelukt om de buffelboete van tafel te krijgen. 

We voorkomen dat winkelmedewerkers, schoonmakers, zorgmedewerkers en anderen met een laag inkomen er honderden euro’s op achteruit gaan. ";1;2025-10-02T21:11:29.000Z
"En wéér is het leven duurder geworden. Steeds meer mensen hebben moeite om rond te komen. De politiek kan dit niet op z’n beloop laten.

";0;2025-10-02T09:05:24.000Z
"Minister Keijzer neemt stilletjes  maatregelen voor hogere huren. Gesteund door VVD en CDA.

Asociaal en onverantwoord. Morgen ga ik namens GroenLinks-PvdA een voorstel indienen om dit tegen te houden.

";0;2025-10-01T15:19:49.000Z
"Heel veel mensen met een baan werken hard, maar komen toch niet rond. Nu willen VVD en BBB dat zij nog meer belasting gaan betalen. Asociaal en onrechtvaardig. Daarom stellen we met NSC voor om dit direct terug te draaien.

";0;2025-10-01T07:38:41.000Z
"Afgescheurde posters. Hakenkruizen. “PVV” er in dikke verfletters bij.

Anti-democratisch vandalisme dat we in dit klimaat van ophitsing niet mogen wegwuiven als incident. Dit is totaal onacceptabel.

";0;2025-09-30T14:10:35.000Z
"Terwijl rechts zich afvraagt of we extreemrechts geweld wel ‘politiek moeten maken’, blijven de prijzen van de boodschappen keihard stijgen. Dit kabinet deed niets. Het leven moet betaalbaarder worden. Prioriteit voor een volgende regering.

";0;2025-09-26T09:08:06.000Z
"Terwijl rechts de samenleving ophitst werken wij aan oplossingen. 

Gebouwen moeten niet leegstaan: daar moeten mensen in wonen. 

Dankzij @LucStultiens komt er een eind aan dit perverse verdienmodel van speculanten.

";1;2025-09-23T14:35:33.000Z
"Belangrijk stembusakkoord: 5 centrum-linkse partijen committeren zich aan daadkrachtig klimaatbeleid. CDA schittert door afwezigheid. 

Onthou op 29 oktober welke partijen de kant van vervuilende bedrijven kiezen en welke partijen gaan voor groen. ";1;2025-09-23T14:00:46.000Z
"Dit is geen tijd om te blijven hangen in verbijstering. We moeten pal staan voor onze democratie.

Lees hier mijn gedachten over het politieke geweld van gisteren:

";0;2025-09-21T13:57:40.000Z
"De prijzen in de supermarkt zijn hard gestegen en de verschillen met het buitenland soms niet uit te leggen. Heel goed dat er grondig onderzoek komt.
Terwijl CDA boodschappen duurder wil maken met een btw-verhoging gaan wij door met initiatieven om het leven betaalbaar te houden. ";1;2025-09-18T16:59:39.000Z
"Met deze begroting kunnen de klimaatdoelen bij het oud vuil en leveren mensen met kleine inkomens honderden euro’s in.

De begroting dan niet willen aanpassen, is doelbewust kiezen voor stilstand en achteruitgang.

Dáár gaan deze verkiezingen over.

";0;2025-09-16T18:37:12.000Z
"Terwijl politiek Den Haag vandaag in de schouwburg naar de troonrede gaat luisteren, intensiveert Israël een paar duizend kilometer verder haar genocide met de volle steun van de grootste partij van ons land.

";0;2025-09-16T06:51:04.000Z
"Deze stilstand is het logische gevolg van het experiment met de PVV, mogelijk gemaakt door de VVD. Er moet heel snel verandering komen. Als we niet oppassen wordt ook 2026 een verloren jaar. Dus werk aan de winkel.

";0;2025-09-13T07:54:44.000Z
