Posts;Labels
"Onze Amsterdamse lijsttrekker @RogierHavelaar wint met een kwart (!!) van de stemmen het ondernemersdebat.

Een duidelijk signaal van Amsterdamse ondernemers: voor positief, realistisch en betrouwbaar bestuur moet je bij het CDA zijn.

Laat Amsterdam dat 18 maart herhalen! 😄 ";1
"Over twee weken gaan we naar de stembus voor de gemeenteraadsverkiezingen.

Lokaal en landelijk nemen wij verantwoordelijkheid voor wat écht telt.

Stem daarom 18 maart weer CDA! ";1
Vandaag staat het nieuwe kabinet op het bordes. Veel succes en wijsheid! Laten we met elkaar een nieuw en hoopvol hoofdstuk schrijven in de Nederlandse politiek. ;1
"Dit is ons team voor het nieuwe kabinet. Een team dat staat voor samenwerking en stabiliteit. 

Samen met de fractie geven zij vorm aan het CDA van nu. Ik ben trots dat zij namens het CDA verantwoordelijkheid willen dragen. ";1
"Het CDA voelt een grote verantwoordelijkheid om de opdracht die we van de kiezer hebben meegekregen waar te maken.

Vandaag presenteerde ik samen met @RobJetten en @DilanYesilgoz onze plannen voor een beter Nederland. Bekijk onze keuzes op ";1
Wij willen bouwen aan een beter Nederland. Samen werken we aan grote ambities, op een manier die past bij ons land. Aan een land van kansen, respect en zekerheid voor mensen die Nederland elke dag draaiende houden. Aan dat land werken we met hart en ziel. Aan de slag. ;1
"Het Iraanse volk laat opnieuw zien hoe moedig ze is. We steunen al deze moedige Iraniërs die in opstand komen tegen het verschrikkelijke, onderdrukkende regime. 

";1
Het CDA zal er alles aan doen om tot een zo stabiel mogelijk landsbestuur te komen dat moedige keuzes durft te maken. Dat was onze inzet en dat blijft onze inzet. (3/3);1
Informateur Buma heeft vandaag zijn verslag naar de Kamervoorzitter gestuurd. Hij geeft D66, VVD en CDA de opdracht een akkoord te schrijven en met andere partijen te praten over welke steun zij willen geven, in welke vorm dan ook. (2/3);1
Het is belangrijk dat we een nieuwe stap zetten in de formatie. Dat is wat Nederland van ons verwacht. Vorige week hebben we samen met D66 de basis gelegd voor een positieve en hoopvolle agenda. (1/3) ;1
"Vandaag presenteren CDA en D66 hun positieve en ambitieuze agenda voor Nederland. De agenda is een handreiking naar andere politieke partijen om samen te werken en ons land uit de stilstand te halen.

Lees het inhoudelijke stuk hier: ";1
Van harte, @ThomvCampen, met het voorzitterschap van de Tweede Kamer!;1
Vanmiddag heb ik een gesprek gehad met de verkenner, waarbij ik de onderstaande brief heb meegenomen en toegelicht. ;0
"Een fantastische uitslag vraagt om een fatsoenlijke taart. 😉

Kiezer, bedankt voor uw stem! En alle CDA'ers: dank voor jullie tomeloze inzet. Jullie maakten deze campagne tot een succes! 💚

Nu is het moment om ook mee te doen. Word lid van onze club: ➡ ";1
Wij zijn terug! ;1
Doe vandaag je burgerplicht! 🗳 ;1
Met Han in de vroege ochtend bij ons in de wijk gestemd. Doe ook je burgerplicht vandaag, en ga stemmen. En wat mij betreft: stem CDA! ;1
"Vandaag heeft Nederland de kans om een nieuwe politiek te kiezen.

Ik zal er alles aan doen om daar aan bij te dragen. Stem vandaag CDA. Zodat dit land weer vooruit kan. 

#StemCDA ";1
"Als het CDA de premier mag leveren gaat de politiek weer normaal doen. En zal de politiek  eindelijk weer leveren op migratie, wonen en economie.

#Slotdebat ";1
Morgen is het zo ver: u mag stemmen. Mijn stemadvies voor een stabiel kabinet dat mensen samenbrengt: stem CDA. ;1
Doe je burgerplicht, stem morgen CDA. 😉 ;1
Na een verhit debat de avond afgesloten bij #PauwendeWit. Wat mij betreft hoef je niet de grootste schreeuwer te zijn om de publieksprijs te winnen. ;0
"Nederland is klaar met politici als Wilders die alleen maar roepen en weglopen als het moeilijk wordt. 

#EenVandaag ";0
"Deze verkiezingen bewijzen: Nederland is klaar met de oude politiek van verwijten en zwartmakerij. 

De politiek moet weer normaal doen. 

#EenVandaag ";1
"Mijn oproep bij #WNLopZondag: Geef het CDA de leiding in een nieuw kabinet.

Alleen een groot CDA kan bruggen slaan tussen partijen voor een stabiel kabinet. Want na 2 jaar stilstand moet dit land weer vooruit. ";1
"Veel mensen hier in Brabant weten zich onderdeel van iets groters. 

Samen voor het algemeen belang, ik vind dat wij politici daar van kunnen leren. Want alleen door samen te werken brengen we dit land verder. #DebatZuiden ";1
"Vandaag hebben we het Regenboogakkoord van COC Nederland ondertekend. 

In deze tijd van toenemende haat, geweld en discriminatie, is het belangrijk om samen te staan voor de regenbooggemeenschap. ";1
"Het laatste weekend voor de verkiezingen maak ik in interviews met @telegraaf , @trouw  en @volkskrant duidelijk dat het woensdag na 2 jaar politieke stilstand echt anders kan.

Het CDA wil aan de slag met een stabiel kabinet dat Nederland weer verder brengt. ";1
"GL-PvdA wijst naar andere landen als reden waarom de partij de NAVO-norm niet wil halen. 

Leiderschap betekent dat je staat voor onze veiligheid. #cafekockelmann ";0
"Échte oplossingen komen niet van de flanken, maar liggen in het midden. 

#cafekockelmann ";1
Bij het #DebatvanNL werd duidelijk dat we de bladzijde van de afgelopen twee jaar moeten omslaan. Tijd voor een stabiel kabinet. ;1
"Geen circus, maar stabiliteit. Nederland verdient een betrouwbaar en stabiel kabinet dat resultaten boekt voor de grote vraagstukken van deze tijd. 

#VandaagInside ";1
"Als je iets anders had moeten zeggen, moet je daar eerlijk over zijn en dat rechtzetten.

Vanavond bij #VandaagInside. 👇 ";1
"Een nieuw kabinet moet orde op zaken stellen.

Dat betekent concrete resultaten boeken met het oplossen van de woningnood, met asielmigratie aanpakken en de economie sterker maken. 

#NDdebat ";1
Als we weer normale politiek willen, doen waarden ertoe. ;1
We kunnen morgen beginnen met het oplossen van de woningnood. Het CDA kiest voor solidariteit met de woningzoekende. #rtldebat ;1
"De meest fatsoenlijke kapsalon op Zuid. 😁

Medekandidaat Hemin Hawezy wist dat ik een authentieke Rotterdamse kapsalon wel kan waarderen. Het resultaat is de kapsalon Bontenbal. Tot 29 okt te koop bij Restaurant Nafoura in Zuidwijk. ";1
"Benieuwd naar onze plannen of heb je een vraag die je mij altijd al hebt willen stellen?

Over een uur kun je mij alles vragen tijdens mijn 'Ask me Anything' op Reddit. 

 ➡ 16:30 tot 17:30 uur, via ";1
In het #RTLdebat was mijn oproep om te stoppen met breekpunten. We hebben na 29 oktober een stabiel kabinet nodig dat de rit uitzit. ;1
"Deze verkiezingen telt één vraag: kan de politiek weer normaal doen? 

Wij zijn eerlijk over wat moet, hoopvol over wat kan. Want ik geloof dat we met fatsoenlijke politiek Nederland weer vooruit brengen.

Stem daarom 29 oktober #CDA. ";1
"Het verhaal lees je hier:

";1
"Vandaag in de krant: mijn inzet voor de verkiezingen.

Het is hoog tijd dat de politiek weer normaal gaat doen en echt gaat bijdragen aan oplossingen. Daar wil het CDA de leiding in nemen. ";1
"De kop is eraf. Mijn boodschap bij het eerste debat op Radio 1 was helder:

De komende vier jaar heeft een stabiel kabinet nodig dat het aandurft om moedige keuzes te maken.

#radio1debat #debat ";1
Er is nog veel onduidelijk over de details van het akkoord, maar dat na twee jaar leed en verdriet de weg naar vrede eindelijk lijkt te zijn ingezet, stemt hoopvol. ;1
"Leuk nieuws: morgen mag ik mijn boek signeren in de ""mooiste boekhandel van de wereld"", Boekhandel Dominicanen in Maastricht. 

Ben je in de buurt en toe aan een nieuw boek om te lezen? Tussen half 2 en half 3 ben ik in de Dominicanerkerkstraat 1 te vinden. ";1
De gesprekken zijn nog broos. Maar elk gesprek over een staakt-het-vuren, over de vrijlating van gijzelaars, over humanitaire toegang en over stappen richting een duurzame, rechtvaardige vrede verdient onze hoop én onze steun. 3/3;1
Toch mogen we op zo’n zwarte dag als vandaag ook hopen dat de eerste gesprekken leiden tot duurzame vrede. Het stemt op deze donkere dag hoopvol. 2/3;1
7 oktober is opnieuw een zwarte dag. Twee jaar na de barbaarse moordpartij van Hamas zijn de gijzelaars nog altijd niet terug bij hun families. Voor hen en hun naasten staat de wereld sindsdien stil. We herdenken vandaag alle slachtoffers van deze terreuraanval. 1/3 ;0
"We zien deze weken weer veel stemmingsuitslagen langskomen op sociale media.

Het CDA heeft een eigen, strakke lijn gekozen in welke moties we wel of niet steunen.

Deze lijn vind je toegelicht op:

➡️ ";1
"Het interview: 

";1
"Voor de weekendkrant van NRC ben ik geïnterviewd over mijn stijl van politiek bedrijven, het geloof en hoe zich dat verhoudt tot de waarden van het CDA. 

Ik vond het een mooi gesprek. Naast de krant ook te beluisteren als podcast:

";1
Voor meer grip op migratie is een Europese aanpak cruciaal. Daarom mooi nieuws dat onze @jeroen_lenaers hier werk van maakt! ;1
"Benieuwd naar het boek? Je kunt het vanaf nu kopen, het liefst natuurlijk via de lokale boekhandel: 

";1
'Het kan echt anders' is mijn kijk op Nederland. Waar komen we vandaan en hoe kan de politiek er voor zorgen dat we als land weer in beweging komen? Op basis van de waarden van het christendemocratische gedachtegoed schets ik een weg vooruit. 2/3;1
"In mijn ""eigen"" boekenwinkel Van Rietschoten heb ik de eerste exemplaren van mijn boek 'Het kan echt anders' mogen overhandigen aan Tea, CDA-lid van het eerste uur, en Sophie, sinds kort lid van onze mooie club. 1/3 ";1
Het geweld in Den Haag is absurd en onacceptabel. Deze kwaadaardige relschoppers moeten hard worden aangepakt. Alle steun voor de politie die hier namens ons allemaal, met gevaar voor eigen leven, de orde terugbrengt.;0
"Nieuwe aflevering van onze podcast, met een terugblik op de Politieke Beschouwingen en een uitleg waarom we wel/niet voor moties stemmen.

";1
"Lees hier mijn hele inbreng bij het debat:

";1
"Het is hoog tijd voor een politiek die verschillen overbrugt en samenwerkt aan de toekomst.
Zo brengen we Nederland vooruit. #APB ";1
"Mijn hele toespraak kun je hier terugkijken:
";1
"Een politiek die niet draait om wie het hardste schreeuwt, maar om wie het beste luistert; een politiek die niet draait om de waan van de dag, maar gericht is op de toekomst van Nederland.

Een politiek die niet draait om het ‘ik’, maar om het sterker maken van het ‘wij’. 2/3";1
"We zijn vandaag op het #CDAcongres bij elkaar gekomen in een optimistische sfeer.

Tegelijkertijd is de opdracht voor de politiek groot. 

Nederland verlangt naar richting, naar hoop en naar houvast. De samenleving verlangt naar een andere politiek. 1/3 ";1
"Welke politiek helpt Nederland weer vooruit?

Het is tijd om orde op zaken te stellen, met doordachte plannen en de wil om er samen uit te komen.

Want het kan echt anders. ";1
Alleen met werkbare en zorgvuldige wetgeving kunnen we de verantwoordelijkheid nemen voor meer grip op migratie. 7/7;1
Het CDA gaat er vanuit dat er nu zo snel mogelijk een wijzigingsvoorstel wordt ingediend waardoor de asielnoodmaatregelenwet alsnog kan worden aangenomen door de Tweede en Eerste Kamer. 6/7;1
Ook wijst de RvS er terecht op dat wetgeving en amendering vooraf getoetst moeten worden en niet pas achteraf. 5/7;1
Waar andere partijen toch voor de wet stemde omdat ze hoopten dat het zou meevallen, maakt het Advies van de Raad van State vandaag duidelijk dat hulp wel degelijk strafbaar wordt. 4/7;0
Deze wijziging maakte hulp aan illegalen door bijvoorbeeld medewerkers van het Leger des Heils strafbaar. Dat was en is voor het CDA principieel onacceptabel. 3/7;0
"Het CDA is voorstander van het beperken van migratie en dus ook van asielmigratie. 

Toch hebben we helaas voor de zomer tegen de asielnoodmaatregelenwet moeten stemmen omdat de wet op het laatste moment werd gewijzigd. 2/7";0
Wetgeving moet altijd degelijk en zorgvuldig tot stand komen. Helaas was dat bij de asielnoodmaatregelenwet niet het geval. 1/7;0
"En als je het boek alvast wil reserveren, dan kan dat bij mijn favoriete boekhandel:

";1
"""Schrijf maar een boek"", zeiden ze als ik weer met een verhaal aankwam. Daar heb ik de afgelopen tijd hard aan gewerkt. Vanaf 22 september in de boekhandel.

Een boek waarin ik mijn visie op onze samenleving geef en een weg vooruit schets. Want het kan echt anders. ";1
"@NielsHonkoop @StraatmanJeltje Je hebt nog twee maanden om aan het idee te wennen, Niels :) 
Maar van harte welkom bij het CDA.";1
"Met onze concept kandidatenlijst brengen wij mensen samen die midden in de samenleving staan en eerder hebben laten zien wat samenwerken en verantwoordelijkheid nemen betekent. 

Ik kijk ernaar uit om met dit team aan de slag te gaan! 👊 ";1
"Met deze keuzes bouwen we aan een fatsoenlijk land. De meeste mensen zijn van goede wil. We zorgen voor elkaar, werken hard en denken ook  aan een ander. 

Voor deze mensen willen wij dat de politiek weer doet wat nodig is.

Want het kan echt anders. 
➡ ";1
Tenslotte kiezen we voor een betrokken samenleving met een stevige agenda om onze  waarden en normen nieuw gewicht te geven. Meer ruimte en minder regels voor verenigingen, vrijwilligers en mantelzorgers. Met de dienstplicht en inburgering doet iedereen mee. 4/5;1
"Ten tweede investeren we in een toekomstgerichte economie. Ondernemen moet weer leuk zijn en beloond worden. Daarom investeren we in innovatie, onderzoek, onze regio’s en een leven lang leren. 

Zo bouwen we aan een eerlijke en sterke economie voor een welvarend land. 3/5";1
"Allereest moet de politiek orde op zaken stellen. We moeten focussen op wat écht telt: betaalbare huizen, veilige buurten, goede zorg, investeren in defensie en werkbare migratiewetten.

De overheid kan niet alles oplossen, maar wat ze doet, moet ze goed doen. 2/5";0
"Vandaag presenteren wij onze keuzes voor een fatsoenlijk land. In ons verkiezingsprogramma zijn wij eerlijk over wat moet en hoopvol over wat kan. Zo krijgen we Nederland weer in beweging. 

In het programma staan 3 keuzes centraal. ⤵ 1/5 ";1
Maar dat vraagt dan wel om  verantwoordelijkheidsbesef van alle betrokken partijen. Helaas moeten we constateren dat het hieraan wederom ontbreekt, met opnieuw chaos tot gevolg. Volgende week debat voor meer duidelijkheid. 2/2;0
Opnieuw is het chaos in het landsbestuur. In deze onrustige tijden heeft Nederland een kabinet nodig dat weet samen te werken, juist ook als een kabinet al demissionair is. 1/2;0
"Daarnaast is een staakt-het-vuren nodig, moeten gijzelaars worden vrijgelaten en Hamas-terroristen ontwapend. Europese landen moeten samen optrekken met andere landen om snel humanitaire hulp in Gaza te krijgen.
3/3";1
"De catastrofale situatie vraagt om meer. Europa zal gezamenlijk, of anders in een groep van gelijkgestemde landen, de regering van Israël moeten dwingen allereerst genoeg voedsel en medicijnen toe te laten tot Gaza. 
2/3";0
"De situatie in Gaza is inderdaad onverdraaglijk en onverdedigbaar. De maatregelen waar we als CDA de afgelopen maanden voor hebben gepleit en die het kabinet nu neemt, steunen we. Maar het is een eerste stap. 
1/3";1
@GerjaKoldenhof @ThymenArensman het zal de leeftijd zijn;1
Schitterende prestatie, @ThymenArensman! Genoten! 🥇 ;1
"Mooi interview met oud-ASML-topman Wennink.

""We moeten stoppen met polariseren en beginnen met bouwen.""

""Er zijn grote maatschappelijke transities – digitaal, klimaat, zorg – en die vragen samenwerking, niet strijd.""

";1
"@HumbertoRTL Op mijn LinkedInprofiel heb ik mijn oproep verder toegelicht:

";1
@Shari_vdH @mirjambikker Nee, een novelle wordt vaak door de EK gevraagd, maar dat hoeft dus niet: het is al vaker voorgekomen dat een kabinet uit eigen beweging een novelle maakt en naar de EK stuurt.;1
Bij @HumbertoRTL heb ik het kabinet opgeroepen om snel met een novelle (reparatie van de wet) te komen. Daarvoor hoeven we niet te wachten op het advies van de Raad van State. Het kabinet kan dat zelf doen. Voor CDA steun in de Eerste Kamer is reparatie van de wet geboden. ;0
Geen zorgen: ik ben fan van ons Koningshuis 🍊😉 ;1
"Lees hier onze volledige toelichting:

";1
Een streng asielbeleid vraagt om compromissen en wetten die werken. Veel partijen hebben zich opnieuw laten gijzelen door de PVV en steun gegeven aan de strafbaarstelling illegaliteit, een straf op medemenselijkheid. Daarom trekken wij de steun voor de Asielnoodmaatregelenwet in.;0
@hanstimmers Dank en welkom!;1
"Het CDA houdt vast aan de ingeslagen koers: 

constructief, op de inhoud, fatsoenlijk. 

Of het nou over migratie, economie of wonen gaat.

We moeten terug naar normale politiek.

Steun ons en word lid!

➡️ ";0
Gisteren is een motie van het CDA aangenomen om de nationale CO2-heffing te schrappen. Waarom deze motie? Korte uitleg: ;0
Ontzettend trots dat Hanke weer terug is op haar post bij Defensie en daarmee bijdraagt aan de veiligheid van Nederland. (En ja, ik heb laatste zin in de krant gelezen: staat genoteerd. 😉) ;1
"Fijn dat de VVD nu ook de CO2-heffing wil schrappen. Daarmee een meerderheid in zicht. Blij mee. Het is een eerste stapje om de Nederlandse industrie meer lucht te geven. We moeten de industrie verduurzamen, maar op een verstandige manier.
";1
De industrie in Nederland heeft het op dit moment zwaar door te grote verschillen in kosten met omliggende landen. Partijen die het bedrijfsleven, de arbeider en/of het klimaat een warm hart toedragen, steunen deze motie, toch?;1
De industrie betaalt voor haar CO2-uitstoot via het EU Emissiehandelssysteem. Een extra Nederlandse heffing zorgt vooral voor verplaatsing van emissies, niet voor verduurzaming. Ik ben groot voorstander van verstandige groene industriepolitiek. De CO2-heffing past daar niet bij.;0
"Deze week stemt de Kamer over een motie van het CDA waarin we het kabinet verzoeken de nationale CO2-heffing af te schaffen.

Deze heffing zorgt namelijk niet voor meer CO2-reductie in Europa, maar wel voor een oneerlijk speelveld voor de Nederlandse industrie. ";0
@HereJodie @gl_pvda heb je het stuk gelezen tot het einde?;0
"Hierbij onze reactie op de ontwikkelingen in het Midden-Oosten. ⤵️
";1
Inderdaad goed nieuws. ;1
Eline, bedankt voor alles wat je gedaan hebt. In het bijzonder voor je inspanningen in het Groninger gasdossier en je harde werk om boeren, tuinders en vissers het perspectief te bieden waar zij zo naar snakken. Respect voor je keuze. Ik wens je alle goeds. 2/2;1
Een volksvertegenwoordiger pur sang die met haar Noordelijke nuchterheid direct indruk maakte in het vaak hectische Den Haag. 1/2 ;1
"Opnieuw slecht nieuws uit de industrie. Nederland prijst zich uit de markt. Daarom zal collega Inge @i_dijk vandaag bij de behandeling van de Voorjaarsnota (opnieuw) een motie indienen om de nationale CO2-heffing te schrappen.
";0
Investeren in defensie betekent dat we onze vrije samenleving en democratische rechtsstaat kunnen verdedigen. Daarom steunt het CDA de inzet van het kabinet om de defensie-uitgaven te verhogen naar de 3,5% + 1,5% van het BBP. ;1
@mkeulemans Dank 🙏;1
@JanHenk010 @cdavandaag Welkom terug!!;1
Gisteravond in het mooie Overijssel de informele aftrap van onze campagne 💪 ;1
@margreetbosma1 was leuk jullie gesproken te hebben!;1
@WimBerkelaar Eens, dat was ongelukkig geformuleerd. Dat doet Barth absoluut geen recht.;0
"Een Zeeuw voor de Zeeuwen. 
Van harte @hugodejonge en succes! ";1
"Deze avond ben ik voorgedragen als lijsttrekker. Een grote eer, maar vooral een bijzondere opdracht.

Het is tijd voor het fatsoenlijke alternatief. Doe jij mee? ";1
Mooi nieuws! ;1
@annefleurdd 🙏🙏🙏;1
M'n inbreng bij het debat over de val van het kabinet vandaag: ;0
Gisteravond voor het eerst bij #VandaagInside. Met de vraag of Johan een beetje wil opletten... ;1
Onze reactie: ;0
"In de podcast 'Zolang het leuk is' had ik een mooi gesprek met Wilfred Genee. We hielden het bijna 2 uur vol :)
";1
@Gerard1945X Gaaf!;1
Heerlijke dag. Samen rondje stad gefietst, drankje gedronken op de SS Rotterdam. ;1
De huurbevriezing is een ondoordacht en onverstandig plan. Het is geen fatsoenlijk bestuur. De gevolgen zijn: minder nieuwbouwwoningen, minder sociale huurwoningen die geïsoleerd (= lagere energierekening) worden. ;0
"En intussen krijgt de Nederlandse industrie klap na klap te verduren.
";0
Gisteravond reageerde ik bij Eva op de nieuwe afleidingsmanoeuvre van Wilders. ;0
Goed boekje van @TimothyDSnyder met 20 lessen hoe je je kunt verweren tegen het verval van een democratie naar een autocratie. Leestip! ;1
"Een fijn weekend allen!
";1
Jongeren zijn te vaak de pineut. Kopen of huren van een woning is meestal niet te betalen. De huurbevriezing waartoe de coalitie besloten heeft, brengt de bouw van nieuwe huurwoningen nog verder in de problemen. Dat is korte termijn beleid met trieste gevolgen voor jongeren. ;0
"Boeiende podcast met @SPolinder over het werk van Reinhold Niebuhr, een denker wiens inzichten helpen om de relatie tussen macht en moraal te begrijpen:
";1
"Dat Microsoft op last van de Amerikaanse overheid de toegang tot de email van hoofdaanklager van het Internationaal Strafhof blokkeerde, is heel zorgelijk. 

Het CDA wil weten welke maatregelen het kabinet gaat nemen: 
";0
"Schriftelijke vragen gesteld aan de regering over geheime communicatieapparatuur in Chinese omvormers voor zonnepanelen:

➡️ ";0
"Het is goed dat de Maatschappelijke Diensttijd overeind is gebleven. Het is een succes en er worden mooie resultaten geboekt.

De coalitie wilde het project weg bezuinigen, maar samen met CU @mirjambikker hebben we het als CDA overeind weten te houden.
";1
"De economen van het IMF geven een duidelijk advies aan het kabinet:

Investeer nu in de zaken die de economie op termijn meer lucht geven en dus reële groei mogelijk maken en stop met korte termijn koopkrachtbeleid. (Het kabinet doet precies het tegenovergestelde.) ";0
"Gevolgen huurbevriezing, aldus het ministerie: 
&gt; 85.000 minder sociale huurwoningen tot 2035 = nog meer schaarste, nog langere wachttijden voor woningzoekers
&gt; 365.000 woningen die niet worden verduurzaamd = onnodig hogere energielasten voor mensen met een laag inkomen ";0
Aangenomen ✅ ;1
Verstandig: de Duitse regering o.l.v. christendemocraat @_FriedrichMerz laat de antinucleaire koers van Duitsland in de EU los. ;1
Voor de energienerds onder ons: een interessant en prikkelend betoog van @MLiebreich. ;1
Verstandig. ;1
"""Dat klinkt misschien soft, maar het is keihard nodig. Systemen zonder gemeenschap worden wantrouwige machines. Terwijl een gemeenschap zelfs met weinig middelen wonderen kan verrichten. Nabijheid is goedkoper dan bureaucratie.""

Zeer eens, @tomdebruyne.
";1
"Vandaag debatteren we over de toekomst van het Europese en Nederlandse concurrentievermogen (n.a.v. het Draghi rapport).

Willen we als Nederland economisch bloeien en groeien, dan moeten we allereerst de huidige problemen aanpakken, zoals stikstof en netcongestie. ";1
"Hoewel onze politieke wegen onmiskenbaar ook lastige momenten hebben gekend, zijn we na het omslaan van die bladzijde respectvol met elkaar omgegaan. Dat waardeer ik. 

Ik wens je een goed herstel en een nieuw toekomstpad waarin je je kennis en kunde kwijt kunt. 

2/2";1
"Beste @PieterOmtzigt, je hebt je vele jaren met al jouw kennis en kunde ingezet voor Nederland en ook voor het CDA. 

1/2";1
@snugje Mag ik u eens bellen?;1
De komende jaren moet fors geïnvesteerd worden in onze elektriciteitsnetten. Maar maken we daarin wel de juiste keuzes? Omdat het om veel geld gaat, moeten we ook robuuste keuzes maken, gebaseerd op gedegen onderzoek. Daarom deze schriftelijke vragen: ;1
"Niet 'ieder voor zich', maar samen. 

#Europadag 🇪🇺 ";1
Het theater dat ze maakt is een rookgordijn om te maskeren dat ze t.a.v. de echte problemen met de asielketen (te volle azc's, oplopende wachttijden, aanpak overlastgevers, beperkte terugkeer uitgeprocedeerde asielzoekers) geen resultaten boekt. 2/2;0
Minister Faber moet stoppen met steeds verontwaardigd theater maken over haar eigen beleid en uitvoeringsorganisaties. Haar taak is: de asielketen beter organiseren, zorgen voor een snelle doorstroming, snelle procedures, adequate huisvesting, snelle terugkeer na afwijzing. 1/2 ;0
In Le Figaro schrijven Merz en Macron dat Duitsland en Frankrijk nauwer gaan samenwerken, o.a. op het gebied van defensie, energie, handel, migratie.  ;1
"""Habemus papam, we hebben een nieuwe paus. Ik hoop en verwacht dat hij zich zal inzetten voor vrede en sociale gerechtigheid. Daarmee zal hij een geschenk zijn voor de kerk en de hele wereld.""
";1
Dat de groei van hybride warmtepompen afneemt, is een slechte zaak en gevolg van kabinetsbeleid. De hybride (!) warmtepomp is een betaalbare optie om het gebruik van aardgas snel en relatief eenvoudig naar beneden te krijgen, zonder dat de elektriciteitsnetten overbelast raken. ;0
"In Spanje komt de discussie weer los over het openhouden van de bestaande kerncentrales. Spanje heeft er nog 5 draaien en de socialistische regering wil ze sluiten. 

Het sluiten van goed draaiende kerncentrales is absurd, dom en onethisch.
";0
Habemus papam! ;1
"Zonder vrijwilligers geen voetbal, fanfare of buurt. 
Vrijwilligerswerk groeit weer – nu de regels nog terugdringen. 💪 ";1
Goed voor Duitsland en goed voor Europa dat @_FriedrichMerz is verkozen als bondskanselier van Duitsland. De opgave is groot, maar is bij hem in goede handen. Ik kijk uit naar een goede en nauwe samenwerking tussen Duitsland en Nederland.;1
Wat @sybrandbuma hier zegt. ;1
"Mijn hele toespraak is hier terug te kijken:

";1
Het antwoord op populisme is niet een ander populisme, maar een beter alternatief. Dat was de boodschap van de speech die ik vanmiddag gaf tijdens het #eppcongress in Valencia. ;1
Indrukwekkende cijfers: het gebruik van kolen in de EU is de afgelopen jaren fors gedaald. ;1
