Posts;Labels;date_created
Losgezongen van de meerderheid van de eigen bevolking. Breken van de belofte om nu eens echt iets te doen aan de migratie. Elke week nog steeds ongeveer 1000 mensen erbij. Man man man. Waar gaat dit heen? 😞 ;0;2026-05-19T07:36:33.000Z
Losgezongen van de meerderheid van de eigen bevolking. Breken van de belofte om nu eens echt iets te doen aan de migratie. Elke week nog steeds ongeveer 1000 mensen. Man man man. Waar gaat dit heen? 😞 ;0;2026-05-19T07:36:33.000Z
"De “onderklasse”…. Jawel, mensen. 

De grote vraag is wie daar volgens de boven ons gestelden allemaal toe behoort. Ik vrees dat een andere mening dan zij hebben, bepalend is. 

Mijn pa zaliger zou zeggen: dat maken we zelf wel uit. 💪🏼 ";1;2026-05-18T14:45:02.000Z
"De “onderklasse”…. Jawel, mensen. 

De grote vraag is wie daar volgens de boven ons gestelden allemaal toe behoort. Ik vrees dat een andere mening dat zij hebben, bepalend is. 

Mijn pa zaliger zou zeggen: dat maken we zelf wel uit. 💪🏼 ";1;2026-05-18T14:45:02.000Z
"“Het is niet de taak van een lokale bestuurder om een historisch conflict uit een ver land de eigen stad binnen te dragen. En al helemaal niet om dat conflict terug te brengen tot één verhaal van één kant.” 

Beschaafde woorden van @cjhertzberger over de bizarre vertoning in Amsterdam en Utrecht mbt #Nakba ⬇️";1;2026-05-18T14:06:46.000Z
"Het leger inzetten….Toe maar.  Ik dacht altijd dat dat een taboe was. En terecht trouwens. 

Misschien is het een beter idee voor de @VNGemeenten om deze week met kabinet te bespreken hoe de instroom van alleenreizende mannen uit veilige landen te beëindigen en de nareis te stoppen conform de aangenomen wet tweestatussenstelsel?";0;2026-05-18T09:25:34.000Z
"Het leger inzetten….Toe maar.  Ik dacht altijd dat dat een taboe was. En terecht trouwens. 
Misschien is het een idee voor de @VNGemeenten om deze week met kabinet te bespreken hoe de instroom van alleenreizende mannen uit veilige landen te beëindigen en de nareis te stoppen conform de aangenomen wet tweestatussenstelsel?";0;2026-05-18T09:25:34.000Z
Voor je eigen gemeenschap zorgen. Weten welk normatief kader je deelt als Nederlander en daarvoor gaan staan. Het wordt verdacht gemaakt of zelfs aangevallen. Het wordt tijd dat we het weer gaan koesteren. ;1;2026-05-18T08:46:48.000Z
@markkoster Eens. Ik verbaas mij over de bijna sacrale benadering van XR en pro-Gaza demonstraties.;1;2026-05-17T10:13:38.000Z
@fransweisglas Nee. Dat doe ik ook niet.;0;2026-05-17T10:13:04.000Z
Zoals ik gister al bij de @DIT_eo zei: meten met twee maten. Je mag wel (illegaal) demonstreren op de A12 tegen klimaatverandering en op universiteiten (en deze slopen) want Gaza maar niet tegen de ongebreidelde asielinstroom want xenofoob. Laat het je niet aanwrijven, mensen. ;0;2026-05-16T07:26:36.000Z
"Een hartverwarmend één-tweetje tussen D66-Kamerlid en D66-minister bleek gebaseerd op een ingetrokken gedragscode uit 2014.

Uit antwoorden op Kamervragen blijkt nu zwart-op-wit: de huidige gedragscode noemt “objectiviteit” en “waarheidsvinding” niet als zelfstandig kernbegrip.

Wie anderen de les leest over waarheidsvinding, moet zelf wel de waarheid vertellen. 

Antwoorden Kamervragen 👉🏻 ";0;2026-05-15T18:42:41.000Z
Is dit al avond aan avond besproken aan talkshowtafels? In Journaals? Hebben de politici die deelnamen aan de Rode Lijn-demonstraties al afstand genomen? ;0;2026-05-14T08:16:50.000Z
"Bekijk mijn hele inbreng hier👇🏻
";1;2026-05-13T20:43:13.000Z
Het tweestatussenstelsel is al aangenomen en kan zo’n 400 nareizigers per week schelen. Toch is de wet nog steeds niet ingevoerd. Hoeveel langer blijft dit kabinet treuzelen terwijl Nederland snakt naar minder instroom? 👇🏻 ;0;2026-05-13T20:34:47.000Z
"De burger beloven dat instroom omlaag moet, maar vervolgens tegen maatregelen stemmen die dat mogelijk maken. 

Het kabinet voert vervolgens de wet tweestatussenstelsel die nareis beperkt nog niet in. Elke week 400 mensen erbij. En zo struikelt het kabinet van zeperd naar zeperd. ";0;2026-05-13T20:34:03.000Z
Progressief links maakt van toxische mannelijkheid en “de manosfeer” een nieuw moreel paniekverhaal. Ondertussen houden sterke mannen onze samenleving draaiende. Daar mag best meer waardering voor zijn. ;0;2026-05-13T12:22:28.000Z
"“PBL verwacht dat de rekening komende jaren nog veel verder stijgt.”

Wanneer stapt Den Haag nou eens van deze groene koortsdroom en bijbehorend systeemdenken af en maakt de burger weer maatgevend voor besluiten.  

De opeenstapeling van belastingen heeft zijn grens bereikt. 
";0;2026-05-13T08:00:16.000Z
"Verboden voor Joden in het @Concertgebouw …. Hoogste tijd om subsidiestromen naar dit soort beschamende instellingen te stoppen. 
Gelukkig hebben we de Waalse Kerk nog. Koop die kaarten! ";0;2026-05-13T06:50:40.000Z
Zou het iets te maken kunnen hebben met gratis alles inclusief met voorrang een sociale huurwoning?  ;0;2026-05-10T18:17:52.000Z
"“Een land dat groei, ondernemerschap en vermogensvorming structureel met wantrouwen bekijkt, organiseert uiteindelijk zijn eigen stagnatie.”

De manier waarop de Haagse politiek zich baseert op de modellenwerkelijkheid van #CPB ondermijnt verstandige besluiten. ";0;2026-05-10T12:14:28.000Z
Zaterdag was ik in #Apeldoorn bij de #vrouwenmars  Goede gesprekken met vrouwen die zich zorgen maken.  ;1;2026-05-10T12:10:27.000Z
Fijn en terecht dat dit tv-fragment weer uitgezonden mag worden. Maar zijn er meer van dit soort fragmenten die om welke reden dan ook niet meer gebruikt mogen worden? Vanmorgen Kamervragen ingediend. #PimFortuyn #BeeldenGeluid ;0;2026-05-08T16:36:06.000Z
Elke week komen er ongeveer 1000 mensen vanuit het buitenland bij. Het gaat gewoon niet meer. De grens is bereikt.;0;2026-05-08T09:42:19.000Z
De crisisbrief van @MinisterieAenM, het sneuvelen van de asielwet in de Eerste Kamer, het breken van de belofte van @MinPres om binnen twee weken met maatregelen te komen  én de protesten tegen weer meer AZC’s geeft aan dat er noodwetgeving moet komen. Stop deze instroom. ;0;2026-05-08T09:42:18.000Z
"Antisemitisme begint nooit met geweld alleen. Het gaat stapje voor stapje, wegkijkend, meebewegend en goed praten wat kwaad is.

Dinsdag ontving ik de bundel ‘Wee hun die het kwade goed noemen’. Lees hier mijn speech. 👇 
";1;2026-05-07T18:07:45.000Z
Goed gesprek met de man die met cijfers kan onderbouwen dat het asielstelsel failliet is. @demo_demo_nl ;0;2026-05-07T08:25:33.000Z
"Morgen de speech die ik daarna gaf op mijn website -&gt; ";1;2026-05-06T20:36:16.000Z
Vanavond in Loosdrecht om de bewoners een hart onder de riem te steken. ;1;2026-05-06T19:00:02.000Z
Zullen we dan nu weer verstandig, normaal beleid gaan voeren? Te beginnen met stoppen met die idiote modellenwerkelijkheid die voortvloeit uit de klimaatwet? ;0;2026-05-04T15:02:15.000Z
@RemcoYizhakCoor @GdenAantrekker Juristen, ecologen, economen, klimaatdeskundige. Modellenwerkelijkheid waarachter bestuur zich kan verschuilen.;1;2026-05-04T11:26:34.000Z
"Denk niet dat dit over iemand anders gaat. Over Joden alleen. Uiteindelijk zijn namelijk na de ‘zaterdagmensen’ de ‘zondagmensen’ aan de beurt. 
Het is de hoogste tijd om deze zogenaamde protestbeweging te begrenzen. Onze samenleving gaat anders kapot. ";0;2026-05-04T11:21:28.000Z
"De Spreidingswet ís de oplossing van de bestuurlijke elite voor het asielprobleem. Ze hadden alleen de burger vergeten. 
Wat dan wel een oplossing is? Instroom drastisch naar beneden. Dan moet de politiek en bestuur grenzen gaan stellen. Dat zal haaks staan op de ‘laat-maar-komen’-houding gebaseerd op mensenrechten van de vreemdeling. Maar het is hoog tijd voor de mensenrechten van de Nederlandse burger.";0;2026-05-01T16:18:19.000Z
"In de bestuurderskamers van Nederland wordt opgelucht adem gehaald. Maar zien ze niet hoe dit het vertrouwen schaadt? Wetten die gelden voor iedereen, behalve voor henzelf?

Er zijn andere oplossingen dan steeds meer AZC’s doordrukken bij burgers die er terecht klaar mee zijn.👇🏻
";0;2026-04-28T10:23:53.000Z
"Nederlandse jongeren staan soms jarenlang op een wachtlijst voor een sociale huurwoning. Dan is het niet uit te leggen dat statushouders voorrang krijgen.

Samen met @nedalliantie en @JuisteAntwoord heb ik een wetsvoorstel ingediend om die voorrang te schrappen. #NieuwsvandeDag ";1;2026-04-24T14:15:16.000Z
“Dat de demonstraties deels gekaapt zijn en worden aangewakkerd door extreemrechtse activisten doet niets af aan de terechte boosheid van de Loosdrechters.” ;0;2026-04-24T10:46:08.000Z
"Nederlandse jongeren hebben grote moeite een woning te vinden. Dan is het niet eerlijk dat statushouders voorrang krijgen op sociale huurwoningen.

Samen met Groep Markuszower/DNA en JA21 wil ik daar een einde aan maken met dit wetsvoorstel.

Lees meer 👉🏻 ";1;2026-04-23T12:32:05.000Z
"Het is niet meer uit te leggen dat statushouders voorrang krijgen op sociale huurwoningen, terwijl Nederlandse jongeren soms jarenlang moeten wachten.

Daarom dien ik vandaag samen met @Rene_Claassen71 en @R_Clemminck het wetsvoorstel in om die voorrang te schrappen.👇🏻
";1;2026-04-23T09:28:39.000Z
"Het gaat niet lekker met kabinet Jetten. De ene zeperd na de andere. Deze week sneuvelde al de Asielnoodmaatregelenwet.

En het steunpakket bij hoge energiekosten? Een zogenaamd “verduurzamingspakket” dat op korte termijn niets oplost en niets doet voor portemonnee van de burger. ";0;2026-04-22T17:04:02.000Z
"Geen cent verlichting aan de pomp. Wel blind verder met elektrificatie terwijl het stroomnet overvol is. Realiteitszin ontbreekt volledig bij deze regering. 

Woensdag debat over de hoge brandstofprijzen in de Tweede Kamer. De enige echte oplossing is verlaging van brandstofaccijnzen. 
";0;2026-04-21T21:41:53.000Z
@Carin_tawfik ;1;2026-04-21T21:03:27.000Z
De asielnoodmaatregelenwet is weggestemd in de Eerste Kamer. D66, CDA en PVV breken hun beloften en laten Nederlanders die voor verandering stemden in de steek. Het kabinet moet nu snel laten zien welke concrete stappen wél volgen.👇🏻 ;0;2026-04-21T13:16:54.000Z
@maartenbakkerch Onnavolgbaar verhaal. Van de hak op de tak. Vanuit het ene het andere konijnenhol in.;0;2026-04-20T15:41:44.000Z
Kijk @NOS Zo had het ook gekund. ⬇️ ;1;2026-04-20T08:26:49.000Z
‘Democraat’ tussen aanhalingstekens. De @NOS strikes again. 😞 ;0;2026-04-20T08:25:18.000Z
Aanstaande dinsdag? #asielwetten #eerstekamer ;0;2026-04-19T19:55:34.000Z
Waar het ontkennen van de werkelijkheid toe leidt, is elke dag zichtbaar in onze hoofdstad Amsterdam. Het gesprek bij @pauwendewit gaf inzicht in de ‘gestoorde moraal’ van progressief links. ;0;2026-04-18T09:29:29.000Z
“Willen ze wel de asielcrisis oplossen?” Het antwoord is eigenlijk  ‘nee’ aangezien ze (D66, CDA en alles wat er verder nog aan links cq progressief in de Kamer zit) het niet echt een probleem vinden. ;0;2026-04-18T09:29:27.000Z
Hoe een belangrijke internationale organisatie opgericht kort na de tweede wereldoorlog met als doel stabiliteit en vrede zichzelf stap voor stap volledig ongeloofwaardig maakt. Wie neemt de @UNGeneva nog serieus? ;0;2026-04-17T09:00:37.000Z
@boudewijnsteur @MinBZK Van harte! 🥳;1;2026-04-17T08:44:35.000Z
Het huidige asielbeleid is vastgelopen. Bij @pauwendewit vertel ik hoe dat komt en waarom de Eerste Kamer dinsdag voor de asielwetten zou moeten stemmen. ;0;2026-04-16T15:15:09.000Z
Het huidige asielbeleid is vastgelopen. Bij Pauw en de Wit  vertel ik hoe dat komt en waarom de Eerste Kamer dinsdag voor de asielwetten zou moeten stemmen. ;0;2026-04-16T15:06:32.000Z
Klopt. Elke keer als er zicht is op een oplossing voor de te hoge asielinstroom, haakt @geertwilderspvv af. Geen verantwoordelijkheid nemen, maar wél doen alsof hij het probleem wil aanpakken. Zo staat hij feitelijk aan de kant van de asiellobby en laat hij Nederland elke keer weer in de steek.;0;2026-04-15T12:40:34.000Z
Achter het ruimhartige asielbeleid schuilt een machtige asiellobby waar veel geld en veel belangen in om gaan. Onder het motto van de rechtsstaat verliest de democratie. ;0;2026-04-14T19:47:23.000Z
“Duitse regering verlaagt accijns wél: benzine en diesel tot 17 cent goedkoper” Het kan wel!;1;2026-04-13T09:27:14.000Z
Onderzoek naar de berichtgeving (zoals bij de BBC is gedaan) is bij ons niet nodig want wij vinden dat we het heel prima doen.  Aldus de  @NOS 😒 #wceend ;1;2026-04-13T07:03:28.000Z
“Nieuw AOW-plan onnodig, want betaalbaarheid is geen probleem.” ⁦@martinvisser⁩  ;0;2026-04-12T21:20:34.000Z
Antisemitisme in Nederland krijgt een extra zetje van @D66 door een rammelend onderzoek (van een organisatie die eerder blunderde met cijfers) te gebruiken. De situatie van veel kinderen is erg genoeg zonder die op deze manier politiek te maken. #hetkananders ;0;2026-04-11T14:21:10.000Z
Met dank aan @ajflach de echte Schijf van Vijf. Toen het @voedingscentrum zich nog aan de missie hield en geluk nog heel gewoon was. 😎 ;1;2026-04-09T13:08:46.000Z
Wat is gezond eten? De Schijf van Vijf kan je voortaan vergeten. Ze hebben daar “Het Klimaat” meegenomen in hun adviezen. Wat niet automatisch voor elk mens hetzelfde is als gezond eten. Weer een instituut naar de ratsmodee. 🙄 ;0;2026-04-09T09:35:49.000Z
@mariekehoogwout @HofhuisSteije @8cijfers @MarcBonten @_knaw Juist.;1;2026-04-09T09:25:03.000Z
Leest dat boek! #1984 #orwell #taalpolitie ;1;2026-04-08T10:38:15.000Z
"“Ben je net gewend aan het feit dat je Generatie X bent, wordt het verboden door de taalpolitie.” Een lijst vol afgekeurde en uiteindelijk verboden woorden die doorsijpelen naar cultuur en onderwijs. En jaarlijks wordt deze taallijst herzien. #newspeak 

Wat een geld- en tijdsverspilling terwijl steeds meer kinderen onvoldoende kunnen lezen en schrijven.";0;2026-04-07T19:35:52.000Z
@EdelGeertje De minister wil deze gids in de kast zetten. De ambtenaren zelf willen hem elk jaar herzien. ;0;2026-04-07T17:33:28.000Z
Goed voorbeeld van de nadruk door ‘woke’ op inclusiviteit ipv technische  hoogstandjes die de wereld wel verder helpen. ⬇️ ;1;2026-04-07T09:33:03.000Z
D66 en CDA beloofden Nederland fatsoen en volwassen bestuur. Ik weet dat ze er nog maar kort zitten maar dit gestuntel belooft weinig goeds. ;0;2026-04-06T10:09:32.000Z
@tonfvandijk Julia noemt iedereen die maar 1 centimeter rechts van d66 zit een fascist.  *veegt pluisje van schouder*;0;2026-04-06T10:02:41.000Z
“Niets progressiefs aan fusiepartij.” @nausicaamarbe  ;0;2026-04-06T09:55:04.000Z
Zalig Pasen, lieve mensen. Elke dag is een nieuw begin mogelijk. ;1;2026-04-05T10:21:45.000Z
@Nielsdej Aanmelden dan. 🙏🏼;1;2026-04-04T16:26:20.000Z
"Ik spreek geen Nedersaksisch moar ôop wel dat dut un succes wordt. 
Dus spreek jij wel Nedersaksisch? ⬇️ ";1;2026-04-04T15:40:08.000Z
🙏🏼 ;1;2026-04-03T18:01:29.000Z
Steeds meer mensen gaan staan voor de waarden, cultuur en erfgoed van onze vrije, Westerse samenleving. Het is dus niet te laat. Een groeiende groep keert zich gelukkig  tegen “de collectieve verstandsverbijstering die woke en identiteitspolitiek” is. (Dank, Jolande Withuis⬇️). ;1;2026-04-03T17:18:53.000Z
@offerenwv @grok @GerardVerhoef @HofhuisSteije @HKouwenberg78 Je kunt goudeerlijk zijn, volledig transparant en je onafhankelijk wanen en tegelijkertijd de grootst mogelijke onzin verkopen.;0;2026-04-03T17:10:16.000Z
Voor verandering heb je in de Tweede Kamer brede samenwerking nodig. Alleen maar roepen waar je voor of tegen bent, zonder oplossingen, helpt uiteindelijk niemand. Start van deze week bij  @pauwendewit n.a.v. het afscheid van  BBB. ;1;2026-04-03T16:39:14.000Z
@Schilde2022 Ja. Duidelijke taal van Ad Verbrugge.;1;2026-04-03T16:32:12.000Z
Voor verandering heb je in de Tweede Kamer brede samenwerking nodig. Alleen maar roepen waar je voor of tegen bent, zonder oplossingen, helpt uiteindelijk niemand. @pauwendewit ;0;2026-04-03T16:39:14.000Z
"Wie kritiek afdoet als “meninkjes”, kijkt niet naar de feiten. 

In de gedragscode voor wetenschapsbeoefening zijn ‘objectiviteit’ en ‘waarheidsvinding’ minder expliciet verankerd dan voorheen. Dat is zorgelijk. Tijd om dat serieus te nemen in plaats van weg te wuiven. 

Interruptie van mevrouw Abdi van GroenLinks/PvdA.";0;2026-04-02T15:21:15.000Z
Chaos in en geklungel vanuit nieuwe kabinet gaat door. En weer houdt @D66 zich niet aan een verkiezingsbelofte.  😞 ;0;2026-04-02T15:05:17.000Z
@harmbeertema @cdavandaag Beschamend.;1;2026-04-02T08:50:32.000Z
Universiteiten waar de juiste morele c.q. politieke overtuiging steeds minder ruimte geeft aan andersdenkenden en tegendraads onderzoek. Dat moet anders. Vanmiddag debat. ;1;2026-04-02T08:40:14.000Z
Fatsoen en democratisch ethos. Dat was het bij @cdavandaag Toch? ;1;2026-04-01T10:53:54.000Z
"De staat groeit en de vrijheid krimpt. Zo werkt dat. 
Het wordt de hoogste tijd dat we in zien dat we een andere weg moeten inslaan waar burgers binnen hun gemeenschappen zelf verantwoordelijkheid kunnen nemen. ";0;2026-04-01T10:16:17.000Z
Mijn verzoek aan het presidium van de @2eKamertweets over de ramadanschorsing heeft niet geleid tot een besluit. Dus ga ik de Kamer vragen om een uitspraak. ;0;2026-04-01T10:10:56.000Z
Vandaag in de Tweede Kamer. VVV versus PRO. 🙂 ;1;2026-03-31T18:02:11.000Z
@SandraWetering @DieuwsNieuws @BartNijman @MinisterOCW Doorn in zijn oog. 😉;1;2026-03-31T12:14:20.000Z
Wat een nonsens. Nederland kan dit soort aantallen asielzoekers en statushouders niet aan. Dat is de essentie. En zolang @VNGemeenten (in meerderheid) blijft alsof dit een managementprobleem is ongeacht de aantallen die elk jaar hier komen, blijft de ellende en controverse. ;0;2026-03-31T11:53:04.000Z
“Als alle middelen zijn opgeraakt, blijft alleen gewelddadig verzet nog over en is doden niet alleen geoorloofd, maar een noodzakelijkheid geworden.” Echt gestoord. Je zet jezelf zo buiten elk normaal gesprek.  ;0;2026-03-31T09:19:19.000Z
@DieuwsNieuws @BartNijman Mijn broer is doctor in het stucwerkalisme en de historie van plamuroïdes. Hij heeft @MinisterOCW gelukkig niet nodig om te weten dat hij en zijn collega’s van onschatbare waarde zijn. Vraag hem maar eens wat het betekent om een scheef gemetselde muur netjes glad te maken.;1;2026-03-31T09:07:57.000Z
Progressie met lege woorden. Column van @AfshinEllian1 ;0;2026-03-31T08:15:29.000Z
"“Het gaat over de vraag of woorden nog gewicht hebben”, zei Keijzer op het podium in Barneveld. “Als afspraken hun waarde verliezen, dan verliest de politiek uiteindelijk ook geloofwaardigheid. En zo kan ik geen politiek bedrijven. Dat is de reden dat ik mijn eigen weg ben gegaan.”
";0;2026-03-28T14:02:49.000Z
"Helemaal eens. Samen ben je sterker. 

Voor een politiek bestuurder is echter belangrijker wat je doet. Samen of alleen. Voorlopig komt er nog weinig uit de handen van dit kabinet Jetten dat beloofde dat “the adults” weer “in the room” waren. Een goed begin zou de verlaging van energieprijzen kunnen zijn.";0;2026-03-27T11:29:00.000Z
@AadvanTongeren @julievanmol @Denkjewel Of een heldere wet om dat af te dwingen. Hoe de bovenlaag van Nederland de gewone burger in de steek laat. Het is niet meer te doen dit. 😞;0;2026-03-27T10:07:29.000Z
Kabinet komt op 22 april pas met een lijst met opties. Terwijl bij veel burgers en ondernemers het water nu al tot boven de lippen stijgt. ;0;2026-03-27T09:56:24.000Z
Kan je met een afgedekte mond kibbeling eten? Wie betaalt de advocaat van de visboer? Waarom is het hele gebeuren gefilmd? Zullen we zo snel als mogelijk de gezichtsbedekkende bekleding helemaal verbieden? Om maar eens paar vragen op te sommen. ;0;2026-03-26T18:37:04.000Z
Oftewel: je ken wel alles willen maar je ken niet alles krijgen. Zei mijn vader zaliger terecht. ;1;2026-03-26T14:08:35.000Z
En ik voor de leden in Edam-Volendam (voor zover die er nog zijn). Onbestaanbaar dat noch het aantal moties en de inhoud daarvan noch de orde van de vergadering gedeeld is met de leden. ;0;2026-03-25T14:55:49.000Z
Een huisartsenpost die vrolijk een video met geweldsverheerlijking op een groot scherm op straat toont. Dat terwijl goede patiëntenzorg, veiligheid en vertrouwen voorop horen te staan. Onbestaanbaar. Daarom een set schriftelijke vragen aan de minister. Dit soort uitingen ondermijnen de kern van onze zorg en staan haaks op de artseneed. ;0;2026-03-24T20:29:13.000Z
@lammert En wat kosten ze?;0;2026-03-24T19:35:18.000Z
Keijzer wil alsnog de wet indienen die een verbod moet regelen op voorrang voor statushouders bij het toewijzen van sociale huurwoningen. ;0;2026-03-24T19:34:17.000Z
Beste @jimmycarr on #manosphere 😁👌🏼 ;1;2026-03-23T22:11:51.000Z
“Joehoe Rob Jetten. Wij weten nog wel iets waar je op kunt bezuinigen.” @geenstijl ;0;2026-03-23T21:32:01.000Z
"Dit soort zwaar gesubsidieerde (van uw belastinggeld) semi-academische prietpraat is onderdeel van de institutionele afbraak van onze Westerse beschaving. Binnenkort bij u op de werkvloer. 🙄

En op 2 april 2026 een Commissiedebat in de Tweede Kamer. Kom maar door met andere voorbeelden. 🙏🏼";0;2026-03-23T10:00:24.000Z
Volgt allen @RestoringWest voor belangrijke informatie over de toekomst van onze vrije, Westerse beschaving. ;1;2026-03-23T08:42:15.000Z
"Spijker op de kop door @nausicaamarbe 
Zal het ooit doordringen tot de politieke en bestuurlijke bovenlaag? #migratie #azc #islamisme ";1;2026-03-21T18:08:58.000Z
"""We móeten kiezen: ruimhartige open grenzen of een verzorgingsstaat"" Interessante column door Ehsan Jami ";1;2026-03-21T18:02:51.000Z
Goed gesprek over het resultaat van de gemeenteraadsverkiezingen bij @De_NieuweWereld ⬇️ ;1;2026-03-21T11:06:22.000Z
Er zit niks anders op dan zelf met een initiatiefwetsvoorstel vanuit de @2eKamertweets te komen. Dat verbod op voorrang voor statushouders op sociale huurwoningen moet er snel komen. Het wordt de hoogste tijd dat de eigen bevolking niet langer achtergesteld wordt. ;1;2026-03-20T14:37:46.000Z
Misschien kan de Nationaal Coördinator tegen Discriminatie en Racisme hier een Programmaleider voor aanstellen?  Lijkt mij verstandiger. ;0;2026-03-19T12:04:49.000Z
Tot uw dienst, ⁦@RHoogland⁩ 😎 ;1;2026-03-19T08:48:27.000Z
Klopt.⬇️  Journaal van 7 uur vanmorgen. ;1;2026-03-18T15:58:01.000Z
"Deze column vat het falen van progressief cq links in #020 goed samen.  Je zal er (willen) wonen… 
Ik ga straks richting stembureau om #verstandigrechts te stemmen in @gemEdamVolendam ";1;2026-03-18T15:31:30.000Z
"Wat had je dán gedacht?! …
Terwijl Nederland nog aan het bijkomen is, na twee terroristische en antisemitische aanslagen, komt de Nationaal Coördinator Discriminatie met een Programmaleider Moslimdiscriminatie of Islamofobie. Hoe toondoof en losgezongen van de werkelijkheid kan je zijn?";0;2026-03-17T17:38:14.000Z
"Wat had je dán gedacht?! 
Terwijl Nederland nog aan het bijkomen is, na twee terroristische en antisemitische aanslagen, komt de Nationaal Coördinator Discriminatie met een Programmaleider Moslimdiscriminatie of Islamofobie. Hoe toondoof en losgezongen van de werkelijkheid kan je zijn?";0;2026-03-17T17:19:19.000Z
@EelcoHoecke @wierdduk Tikfoutje. ⌨️;0;2026-03-16T19:54:42.000Z
@wierdduk Zoals beschreven door Houellebecq in Sousmiasion. Onderworpen.;0;2026-03-16T19:45:14.000Z
@benno_jongh @Het_OM Komt mij bekend voor. 🤔;1;2026-03-16T19:33:46.000Z
@DalesGeert63675 Had ook bij het rijtje gekund. De vele voordelen van de socialistische heilstaat. 🎉;1;2026-03-16T10:50:39.000Z
