Posts;Labels
@BurgFunk8 Veel dank Gerard!!;1
"JA21 is tegen Oekraïne in de EU omdat het land ‘in de Russische invloedssfeer’ ligt😵‍💫. En Oekraïne is ‘anders’ dan wij.

Dit zijn de teksten die Poetin dolgraag uit Europa wil horen. 

Gisteren Nanninga die de Rode Lijndemo wegzet als ‘pro-Hamas’. Nu dit. Waar is JA21 mee bezig? ";0
@wdersteenbergen Klopt!;1
"@dvdstelt @raymondmens Van 4 naar 3 is volgens mij niet 25% vooruit?

Van 11 naar 14 (wat D66 doet) daarentegen is wel 27,3% vooruit!";0
@raymondmens Bikkelharde feiten!;1
"BREEK🚨 D66 +3 en grootste stijger in peiling EenVandaag!

Daarmee D66 nu grootste liberale partij in peilingwijzer. #onaroll #Robmentum ";1
"De tijdlijnen op X zijn vandaag anders, dankzij de hartverwarmende beelden van families in Israël en Palestina die hun naasten eindelijk weer omhelzen. 

Na zoveel terreur, oorlog en uithongering geeft dit hoop . Laat nu de wereld niet wegkijken, maar vol inzetten op echte vrede. ";1
@JeremyBerendsen Zelfs een kapotte klok heeft tweemaal daags gelijk!;1
"Wij van D66 vonden D66-leider Jetten het beste in het RTL-debat!

En mocht u dat al hadden verwacht, wij zijn bepaald niet de enigen... #RTLdebat #Jetten ";1
"Rob Jetten vond ik met afstand de meest bevlogen en overtuigende debater.

Maar u hoeft het niet van mij aan te nemen! Een derde van de kijkers heeft na het debat een andere voorkeur, en dat is vooral richting D66. 

Nog 16 dagen! #RTLdebat ";1
"Onnavolgbaar verhaal Timmermans. Hij wil na 2030 misschien niet door met investeren in defensie omdat Italië misschien een brug wil bouwen? 

RTL liet eerder glasheldere beelden zien van hoe Rusland dood en verderf zaait in Oekraïne. We kunnen niet blijven gokken op steun Trump.";0
"De wooncrisis is het grootste thema bij deze verkiezingen.

Welke partij wil écht door roeien en ruiten gaan om te zorgen dat we elk jaar 100.000 woningen erbij gaan leveren?

D66. ";0
"12 jaar lang zwaaiden VVD'ers de scepter op het ministerie van asiel. Daarna hielp de VVD Marjolein Faber aan de baan. Geen asielmaatregelen haalden de eindstreep.

Conclusie van Yesilgöz: ""Het ligt allemaal aan Timmermans, Bontenbal en Jetten.""";0
"Jetten: ""Mevrouw Yesilgöz, u zet nog meer stappen richting het programma van Wilders, nu weer 1,5 miljard bezuinigen op onderwijs. Kunt u niet met de positieve krachten samenwerken?""

Yesilgöz: ""Die vraag had ik verwacht en ik vind de programma's van jullie alledrie stom.""";0
@HammersteinO @ANanninga Wat kunt u toch geweldig fotomontages maken!👍;1
@wierdduk @ANanninga @Minister_FIN @stoteler_pvv Dank voor het compliment.;1
D66 blijft in de lift! Nu in peiling De Hond verder omhoog van 12 naar 14. #Momentum #Robmentum ;1
"Jetten: ""Ja, bouwen ook op stukje landbouwgrond. Alle varkens hebben nu een dak boven hun hoofd, studenten kunnen niet eens een bezemkast vinden.""

Van der Plas: ""Moeten geen groepen tegen elkaar opzetten.""

Presentator: ""Bedoelt u studenten en varkens?""

#NOSdebat";0
"🚨De VVD heeft het meest beroerde programma voor het investeringsklimaat.

Waarschijnlijk zag hun financiële team de term ‘klimaat’, en dacht: “Weg ermee!” #doorrekening ";0
"Een staakt-het-vuren is op handen. Er moet nu snel duidelijkheid komen over herstel van noodhulp voor Gaza én de evacuatie van kinderen naar Nederland voor levensreddende zorg.

Met @KatiPiri heb ik een e-mailprocedure opgestart voor kabinetsreactie. Volgende week debat. ";1
"Gisteren nog bommen op Gaza, vandaag eindelijk hoop. 
Hoop op een einde aan de hel waar de Palestijnen en gijzelaars al twee jaar in proberen te overleven.

Noodhulp moet nu razendsnel Gaza in. En druk van Europa zal keihard nodig zijn om ook echt vrede te bereiken. ";1
@andre_poortman Welkom!;1
"Al bijna een week zegt het kabinet nu: we 'bekijken' of kinderen die speciale zorg nodig hebben naar Nederland kunnen komen.

Nederlandse ziekenhuizen en de VN weten precies welke kinderen heel dringend specialistische zorg nodig hebben. Stop met bekijken, en doe iets! ";0
"Trump heeft besluit genomen over het leveren van Tomahawk raketten aan Oekraïne. De volgende tegenslag voor Poetin.

Rusland kan niet winnen, en probeert daarom in Oekraïne burgers te doden en in Europa angst te zaaien met drones. Des te meer reden Oekraïne vol te steunen! ";0
"Tienduizenden Palestijnen staan op de rand van hongerdood, Gaza is vrijwel volledig vernietigd. 

Als nu onderhandeld wordt geeft dat een beetje hoop. Europa kan de VS helpen met druk op Netanyahu. 

Laat de bommenregen stoppen, de VN weer voedsel uitdelen, de gijzelaars vrij! ";0
"Hamas zegt mee te werken aan het vredesplan-Trump. Gijzelaars komen eindelijk vrij.

Het geeft hoop dat misschien een eind komt aan de hel waarin 2 miljoen Palestijnen elke dag oorlog en uithongering moeten doorstaan.

EU en NL moeten maximaal druk zetten om dit te laten slagen. ";1
@WiggeleWouda Jazeker;1
